#space multi word dictionary extracted by Monika Sharma. Formatted by Roja (26-01-2016)
#Changes:: 1) Separated single word and multi words into separate dictionaries
#          2) English words are converted to lower case
#          3) Added category as 'noun' by default
#          4) If last word is not punctuation then treated last word as head
#             or else treated last but one word as head
#################################################################################
a._c._conductivity	e.sI._cAlakawA#e.sI._cAlakawA#noun#3#RM
phase_diagram	prAvasWA_AreKa#prAvasWA_AreKa#noun#2#RM
phase_difference	kalAMwara#kalAMwara#noun#2#RM
phase_equilibria	prAvasWA_saMwulana#prAvasWA_saMwulana#noun#2#RM
phase_jitter	kalA_jitara/kalAkaMpa#kalA_jitara/kalAkaMpa#noun#2#RM
phase_lock_loop	kalAbaxXa_pASa/kalA_anubaMXaka_pASa#kalAbaxXa_pASa/kalA_anubaMXaka_pASa#noun#3#RM
phase_locked_oscillator	kalAbaxXa_xoliwra#kalAbaxXa_xoliwra#noun#3#RM
phase_modulation_recording	kalA_moYdulana_aBileKana#kalA_moYdulana_aBileKana#noun#3#RM
phase_plane	kalA_wala#kalA_wala#noun#2#RM
phase_shift	kalA_visWApana/kalAsqwi#kalA_visWApana/kalAsqwi#noun#2#RM
phase_shift_keying_(_psk_)	kalA_visWApana_kuMjIyana_(pI.esa.ke.)#kalA_visWApana_kuMjIyana_(pI.esa.ke.)#noun#5#RM
phase_transfer_function	kalAMwaraNa_Palana#kalAMwaraNa_Palana#noun#3#RM
phase_velocity_diagram	kalA_vega_AreKa#kalA_vega_AreKa#noun#3#RM
phased_manner	kramabaxXa_rUpa_se#kramabaxXa_rUpa_se#noun#2#RM
phasing_line	kalA_samaMjana_reKA#kalA_samaMjana_reKA#noun#2#RM
phasing_system	kalA_samaMjana_waMwra#kalA_samaMjana_waMwra#noun#2#RM
phenolic_resin	PZInoYlika_rejZina#PZInoYlika_rejZina#noun#2#RM
phosphate_(_kdp_)	dAihAIdrojana_PZoYsPZeta_(ke.dI.pI.)#dAihAIdrojana_PZoYsPZeta_(ke.dI.pI.)#noun#3#RM
phosphate_rock	PZAsPZeta_SEla#PZAsPZeta_SEla#noun#2#RM
phosphoric_acid	PZAsPorika_amla#PZAsPorika_amla#noun#2#RM
photo_chemical	prakASa_rAsAyanika#prakASa_rAsAyanika#noun#2#RM
photo_conducting_cell	prakASa_cAlaka_sela#prakASa_cAlaka_sela#noun#3#RM
photo_conduction_switch	prakASa_cAlaka_svica#prakASa_cAlaka_svica#noun#3#RM
photo_emission_statistics	PZotoYna_uwsarjana_sAMKyikI#PZotoYna_uwsarjana_sAMKyikI#noun#3#RM
photo_micrograph	sUkRmaxarSIya_ciwra#sUkRmaxarSIya_ciwra#noun#2#RM
photo_sensitivity	prakASa_saMvexiwA/prakASa_sugrAhiwA#prakASa_saMvexiwA/prakASa_sugrAhiwA#noun#2#RM
photo_sensitization	prakASa_sugrAhIkaraNa#prakASa_sugrAhIkaraNa#noun#2#RM
photo_sensor	prakASa_saMvexaka#prakASa_saMvexaka#noun#2#RM
photo_stress	prakASa_prawibala#prakASa_prawibala#noun#2#RM
photo_tachometer	prakASika_GUrNavegamApI/Poto_tEkomItara#prakASika_GUrNavegamApI/Poto_tEkomItara#noun#2#RM
photo_thermo	prakASa_wApa#prakASa_wApa#noun#2#RM
photo_timer	prakASI_kAlaxa/Poto_tAimara#prakASI_kAlaxa/Poto_tAimara#noun#2#RM
photo_transistor	Poto_trAMjistara#Poto_trAMjistara#noun#2#RM
photo_triangulation	PZoto_wriBujana/prakASa_wriBujana#PZoto_wriBujana/prakASa_wriBujana#noun#2#RM
photo_visco_elasticity	prakASika_SyAna_prawyAsWawA#prakASika_SyAna_prawyAsWawA#noun#3#RM
photochemical_excitation	prakASa_rAsAyanika_uwwejana#prakASa_rAsAyanika_uwwejana#noun#2#RM
photochemical_induction	prakASa_rAsAyanika_preraNa#prakASa_rAsAyanika_preraNa#noun#2#RM
photochemical_reaction	prakASa_rAsAyanika_aBikriyA#prakASa_rAsAyanika_aBikriyA#noun#2#RM
photochemical_sensitiser	prakASa_rAsAyanika_sugrAhIkara#prakASa_rAsAyanika_sugrAhIkara#noun#2#RM
photoelastic_straingauge	prakASa_prawyAsWa_vikqwimApI#prakASa_prawyAsWa_vikqwimApI#noun#2#RM
photograph_coordinates	PZotogrAPZIya_nirxeSAMka/ciwra_nirxeSAMka#PZotogrAPZIya_nirxeSAMka/ciwra_nirxeSAMka#noun#2#RM
photographic_interpretation	ciwra_nirvacana#ciwra_nirvacana#noun#2#RM
photographic_transmission_density	PZoto_pAragamana_saGanawA#PZoto_pAragamana_saGanawA#noun#3#RM
photographic_vignetting	PZotogrAPZIya_kramakqSaNa#PZotogrAPZIya_kramakqSaNa#noun#2#RM
photon_counting	PZotoYna_gaNanA#PZotoYna_gaNanA#noun#2#RM
photon_recording	prakASa_kaNa_aBileKana/PotoYna_aBileKana#prakASa_kaNa_aBileKana/PotoYna_aBileKana#noun#2#RM
physical_physical_constant	BOwika_niyawAMka#BOwika_niyawAMka#noun#3#RM
physical_verification	vaswugawa_padZawAla#vaswugawa_padZawAla#noun#2#RM
physiological_process	SArIrika_prakriyA#SArIrika_prakriyA#noun#2#RM
pick_up_tube	uxgrAhI_nalikA#uxgrAhI_nalikA#noun#3#RM
pick_up_velocity	uxgrAhI_vega#uxgrAhI_vega#noun#3#RM
picture_elementpixel_)	ciwrAMSa#ciwrAMSa#noun#2#RM
picture_lock	ciwra_aBibaMXana#ciwra_aBibaMXana#noun#2#RM
picture_phone	saciwra_PZona/saciwra_xUraBARa#saciwra_PZona/saciwra_xUraBARa#noun#2#RM
picture_transmission	ciwra_saMcaraNa/ciwra_preRaNa#ciwra_saMcaraNa/ciwra_preRaNa#noun#2#RM
picture_tube	ciwra_nalikA#ciwra_nalikA#noun#2#RM
piggy_back_payload	parArohI_nIwaBAra#parArohI_nIwaBAra#noun#3#RM
pilot_balloon	pavana_sUcaka_gubbArA/pAyalata_bElUna#pavana_sUcaka_gubbArA/pAyalata_bElUna#noun#2#RM
pilot_flame_ignition	pAyalata_jvAlA_jvalana#pAyalata_jvAlA_jvalana#noun#3#RM
pilot_lamp	sUcaka_lEmpa#sUcaka_lEmpa#noun#2#RM
pilot_mount_thrust_chamber	pAyalata_Aropa_praNoxa_kakRa#pAyalata_Aropa_praNoxa_kakRa#noun#4#RM
pilot_plant	AraMBika_saMyaMwra#AraMBika_saMyaMwra#noun#2#RM
pilot_pressure	pAyalata_xAba/vAyu_saMGatta_xAba#pAyalata_xAba/vAyu_saMGatta_xAba#noun#2#RM
pilot_tube	pAyalata_nalI/vAyu_saMGatta_xAba_nalikA#pAyalata_nalI/vAyu_saMGatta_xAba_nalikA#noun#2#RM
pin_hole	sUkRma_Cixra#sUkRma_Cixra#noun#2#RM
pinch_effect	saMkucana_praBAva#saMkucana_praBAva#noun#2#RM
pipe_line	pAipa_lAina#pAipa_lAina#noun#2#RM
piston_pressurization	pistana_nipIdana#pistana_nipIdana#noun#2#RM
piston_theory	pistana_sixXAMwa#pistana_sixXAMwa#noun#2#RM
pit_chamber	garwa_koRTa#garwa_koRTa#noun#2#RM
pitch_and_yaw	akRanamana_Ora_pArSvavarwana#akRanamana_Ora_pArSvavarwana#noun#3#RM
pitch_angle	pica_koNa/aBinawi_koNa#pica_koNa/aBinawi_koNa#noun#2#RM
pitch_control_jet	akRanawi_niyaMwraka_praXAra#akRanawi_niyaMwraka_praXAra#noun#3#RM
pitch_programme	akRanawi_progrAma#akRanawi_progrAma#noun#2#RM
pitching_moment	akRanawika_AGUrNa#akRanawika_AGUrNa#noun#2#RM
pivot_operation	XurAgra_pracAlana#XurAgra_pracAlana#noun#2#RM
pivot_point	XurAgra_biMxu#XurAgra_biMxu#noun#2#RM
pixel_(_picture_)	ciwrAMSa#ciwrAMSa#noun#3#RM
pixel_compression	ciwrAMSa_saMkulana/ciwrAMSa_saMpIdana#ciwrAMSa_saMkulana/ciwrAMSa_saMpIdana#noun#2#RM
pixel_skip	ciwrAMSa_laMGana#ciwrAMSa_laMGana#noun#2#RM
plait_point	silavata_biMxu#silavata_biMxu#noun#2#RM
plan_position_indicator_radar	plAna_sWiwi_sUcaka_redAra#plAna_sWiwi_sUcaka_redAra#noun#4#RM
plane_holography	samawala_hologrAPZI#samawala_hologrAPZI#noun#2#RM
plane_polariscope	samawala_XruvaNaxarSI#samawala_XruvaNaxarSI#noun#2#RM
plane_strain	Amawala_vikqwi#Amawala_vikqwi#noun#2#RM
plane_stress	samawala_prawibala#samawala_prawibala#noun#2#RM
planetary_probe	grahIya_anveRikA/grahIya_proba#grahIya_anveRikA/grahIya_proba#noun#2#RM
planetary_scale	grahIya_mApanI#grahIya_mApanI#noun#2#RM
plant_layout	saMyaMwra_vinyAsa#saMyaMwra_vinyAsa#noun#2#RM
plasma_cloud	plAjZmA_meGa#plAjZmA_meGa#noun#2#RM
plasma_lamp	plAjZmA_xIpa#plAjZmA_xIpa#noun#2#RM
plasma_pause	plAjZmA_maMdala_sImA#plAjZmA_maMdala_sImA#noun#2#RM
plasma_physics	plAjZmA_BOwikI#plAjZmA_BOwikI#noun#2#RM
plasma_sphere	plAjZmA_maMdala#plAjZmA_maMdala#noun#2#RM
plastic_deformation	plAstika_virUpaNa/suGatya_virUpaNa#plAstika_virUpaNa/suGatya_virUpaNa#noun#2#RM
plate_bending_analysis	pleta_baMkana_viSleRaNa#pleta_baMkana_viSleRaNa#noun#3#RM
plate_bending_strength	pleta_baMkana_sAmarWya#pleta_baMkana_sAmarWya#noun#3#RM
plateau_burning_solid	samawala_jvalana#samawala_jvalana#noun#3#RM
plated_wire	lepiwa_wAra#lepiwa_wAra#noun#2#RM
play_back_mode	prawiSravaNa_viXA/prawixarSana_viXA#prawiSravaNa_viXA/prawixarSana_viXA#noun#3#RM
plot_board	AleKa_patta#AleKa_patta#noun#2#RM
plug_flow	plaga_pravAha#plaga_pravAha#noun#2#RM
plus_strain	Xana_viBexa#Xana_viBexa#noun#2#RM
pneumatic_controller	gEsa_niyaMwraka#gEsa_niyaMwraka#noun#2#RM
pneumatic_machine	gEsa_maSIna#gEsa_maSIna#noun#2#RM
pogo_stability	pogo_sWAyiwva#pogo_sWAyiwva#noun#2#RM
point_defect	biMxu_xoRa#biMxu_xoRa#noun#2#RM
point_operation	biMxu_saMkriyA_aMwarbinxu_rediyo#biMxu_saMkriyA_aMwarbinxu_rediyo#noun#2#RM
point_to_point_radio_communication	saMcaraNa#saMcaraNa#noun#5#RM
pointing_accuracy	aBilakRyana_yaWArWawA#aBilakRyana_yaWArWawA#noun#2#RM
poisoning_computer	viRAkawana_aBikaliwra/viRAkawana_kampyUtara#viRAkawana_aBikaliwra/viRAkawana_kampyUtara#noun#2#RM
poisson_ratio	pvAsoM_anupAwa#pvAsoM_anupAwa#noun#2#RM
polar_body	XruvIya_kAya/XruvIya_piMda#XruvIya_kAya/XruvIya_piMda#noun#2#RM
polar_capsule	XruvIya_saMputa#XruvIya_saMputa#noun#2#RM
polar_defecting_angle	XruvIya_vikRepI_koNa#XruvIya_vikRepI_koNa#noun#3#RM
polar_distance	XruvIya_xUrI#XruvIya_xUrI#noun#2#RM
polar_moment_of_inertia	XruvIya_jadZawva_AGUrNa#XruvIya_jadZawva_AGUrNa#noun#4#RM
polar_orbit	XruvIya_kakRA/XruvakakRA#XruvIya_kakRA/XruvakakRA#noun#2#RM
polar_orbiting	XruvakakRI#XruvakakRI#noun#2#RM
polar_region	XruvIya_praxeSa/Xruva_praxeSa#XruvIya_praxeSa/Xruva_praxeSa#noun#2#RM
polarisation_drift	XruvaNa_apavAha#XruvaNa_apavAha#noun#2#RM
polarisation_electron	XruvaNa_ilektroYna#XruvaNa_ilektroYna#noun#2#RM
polarisation_separation	XruvaNa_pqWakkaraNa#XruvaNa_pqWakkaraNa#noun#2#RM
polarised_beam	Xruviwa_kiraNapuMja#Xruviwa_kiraNapuMja#noun#2#RM
polarised_light	Xruviwa_prakASa#Xruviwa_prakASa#noun#2#RM
polarising_voltage	XruvaNa_voltawA#XruvaNa_voltawA#noun#2#RM
pole_figure	XruvIya_Akqwi#XruvIya_Akqwi#noun#2#RM
pole_star	XruvawArA#XruvawArA#noun#2#RM
polymerization_enthalpy	bahulakIkaraNa_enWAlpI#bahulakIkaraNa_enWAlpI#noun#2#RM
polymerization_entropy	bahulakIkaraNa_EntroYpI#bahulakIkaraNa_EntroYpI#noun#2#RM
polymerization_reaction	bahulaka_aBikriyA#bahulaka_aBikriyA#noun#2#RM
polynomial_characteristic	bahupaxI_aBilakRaNa#bahupaxI_aBilakRaNa#noun#2#RM
polynomial_generating_function	bahupaxa_janaka_Palana#bahupaxa_janaka_Palana#noun#3#RM
polyvinyl_alcohol	poYlivinAila_Elkohala#poYlivinAila_Elkohala#noun#2#RM
pool_reactor	pUla_riektara#pUla_riektara#noun#2#RM
pore_diffusion	raMXra_visaraNa/Cixra_visaraNa#raMXra_visaraNa/Cixra_visaraNa#noun#2#RM
port_area	porta_kRewraPala#porta_kRewraPala#noun#2#RM
port_diameter	porta_vyAsa#porta_vyAsa#noun#2#RM
position_invariant_operation	sWiwi_niScara_saMkriyA#sWiwi_niScara_saMkriyA#noun#3#RM
position_loop	sWiwi_nirXAraNa_pASa#sWiwi_nirXAraNa_pASa#noun#2#RM
positive_expulsion	niSciwa_bahiRkaraNa#niSciwa_bahiRkaraNa#noun#2#RM
positive_expulsion_system	niSciwa_bahiRkaraNa_praNAlI#niSciwa_bahiRkaraNa_praNAlI#noun#3#RM
post_amble	upasaMhAra#upasaMhAra#noun#2#RM
post_axillary	paSca_kakRIya#paSca_kakRIya#noun#2#RM
post_buckling	AkuMcanowwara#AkuMcanowwara#noun#2#RM
post_flight	udZAnowwara#udZAnowwara#noun#2#RM
post_flight_analysis	udZAnowwara_viSleRaNa#udZAnowwara_viSleRaNa#noun#3#RM
post_frontal	agra_paSca/agrAnwa#agra_paSca/agrAnwa#noun#2#RM
post_yield_gauge	parABavowwara_mApI#parABavowwara_mApI#noun#3#RM
postamble_time	upasaMhAra_kAla#upasaMhAra_kAla#noun#2#RM
postfuel_injector	paScaIMXana_aMwa:kRepiwra#paScaIMXana_aMwa:kRepiwra#noun#2#RM
postoxidizer_injector	paScaoYksIkAra_aMwa:kRepiwra#paScaoYksIkAra_aMwa:kRepiwra#noun#2#RM
pot_core	Gata_kora/paScyopacAyaMka/aMwa:kReyiwra#Gata_kora/paScyopacAyaMka/aMwa:kReyiwra#noun#2#RM
potassium_dihydrogen	poteSiyama#poteSiyama#noun#2#RM
potential_energy	viBava_UrjA#viBava_UrjA#noun#2#RM
powder_charge_igniter	pAudara_cArja_prajvAlaka#pAudara_cArja_prajvAlaka#noun#3#RM
powder_extraction	pAudara_niRkarRaNa#pAudara_niRkarRaNa#noun#2#RM
powder_forging	pAudara_PorjiMga#pAudara_PorjiMga#noun#2#RM
powder_metallurgy	pAudara_XAwukarma/pAudara_XAwukI#pAudara_XAwukarma/pAudara_XAwukI#noun#2#RM
powder_mixer	pAudara_miSraka#pAudara_miSraka#noun#2#RM
powder_swaging	pAudara_svejana/cUrNa_awiprahaNa#pAudara_svejana/cUrNa_awiprahaNa#noun#2#RM
power_connection	Sakwi_saMbaMXana/vixyuw_saMbaMXana#Sakwi_saMbaMXana/vixyuw_saMbaMXana#noun#2#RM
power_cut_off	Sakwi_vicCexa/vixyuw_vicCexa#Sakwi_vicCexa/vixyuw_vicCexa#noun#3#RM
power_fishing	yaMwra_mawsyana#yaMwra_mawsyana#noun#2#RM
power_pack	Sakwi_saMkula/Sakwi_saMyaMwra#Sakwi_saMkula/Sakwi_saMyaMwra#noun#2#RM
power_plant	Sakwi_saMyaMwra/vixyuw_saMyaMwra/Sakwi_saMyaMwra#Sakwi_saMyaMwra/vixyuw_saMyaMwra/Sakwi_saMyaMwra#noun#2#RM
power_satellite	Sakwi_upagraha#Sakwi_upagraha#noun#2#RM
power_spectral_density	Sakwi_spektramI_saGanawA#Sakwi_spektramI_saGanawA#noun#3#RM
power_station	UrjA_keMxra#UrjA_keMxra#noun#2#RM
power_supply	Sakwi_praxAya/UrjA_praxAya/vixyuwa_praxAya#Sakwi_praxAya/UrjA_praxAya/vixyuwa_praxAya#noun#2#RM
pre_buckling	pUrva_AkuMcana#pUrva_AkuMcana#noun#2#RM
pre_frontal	agra_pUrva#agra_pUrva#noun#2#RM
pre_impregnation	pUrvasaMsecana_AmuKa/prAkkaWana#pUrvasaMsecana_AmuKa/prAkkaWana#noun#2#RM
preamble_preamble_time	AmuKa_kAla#AmuKa_kAla#noun#3#RM
preamp_(_preamplifier_)	pUrva_pravarXaka#pUrva_pravarXaka#noun#3#RM
precedence_indicator	{AUrva_praxarSa_sUcaka#{AUrva_praxarSa_sUcaka#noun#2#RM
precession_constant	purassaraNa_sWirAMka/ayana_sWirAMka#purassaraNa_sWirAMka/ayana_sWirAMka#noun#2#RM
precessional_motion	purassaraNa_gawi/ayana_gawi#purassaraNa_gawi/ayana_gawi#noun#2#RM
precessional_velocity	purassaraNa_vega/ayana_vega#purassaraNa_vega/ayana_vega#noun#2#RM
precipitable_water	varRaNIya_jala#varRaNIya_jala#noun#2#RM
precision_approach_radar	yaWArWawA_upagamanaxarSI_redAra#yaWArWawA_upagamanaxarSI_redAra#noun#3#RM
precision_crop_management	sAnukUla_Pasala_prabaMXana#sAnukUla_Pasala_prabaMXana#noun#3#RM
precision_farming	sAnukUla_KewI#sAnukUla_KewI#noun#2#RM
precision_network	yaWArWawA_jAla#yaWArWawA_jAla#noun#2#RM
precision_parameter	pariSuxXa_pErAmItara/pariSuxXa_prAcala#pariSuxXa_pErAmItara/pariSuxXa_prAcala#noun#2#RM
precombustion_chamber	pUrvaxahana_kakRa#pUrvaxahana_kakRa#noun#2#RM
precombustion_chamber_ignitor	pUrvaxahana_kakRa_prajvAlaka#pUrvaxahana_kakRa_prajvAlaka#noun#3#RM
predetection_filter	pUrva_saMsUcana_PZiltara#pUrva_saMsUcana_PZiltara#noun#2#RM
predictive_coding	prAgukwi_kodana#prAgukwi_kodana#noun#2#RM
prefiring_check	pUrvajvalana_jAzca#pUrvajvalana_jAzca#noun#2#RM
preflight_test	udZAnapUrva_parIkRaNa#udZAnapUrva_parIkRaNa#noun#2#RM
preliminary_stage	prAraMBika_avasWA#prAraMBika_avasWA#noun#2#RM
preliminary_stage_duration	prAraMBika_avasWA_avaXi#prAraMBika_avasWA_avaXi#noun#3#RM
preliminary_station_check	prAraMBika_steSana_jAzca#prAraMBika_steSana_jAzca#noun#3#RM
premix_charge	pUrvamiSra_cArjZa/pUrvamiSra_GAna#pUrvamiSra_cArjZa/pUrvamiSra_GAna#noun#2#RM
premix_injector	pUrvamiSra_aMwa:kRepaka#pUrvamiSra_aMwa:kRepaka#noun#2#RM
prepolymer_moulding	pUrvabahulaka_saMcana_pUrvasaMsAXana#pUrvabahulaka_saMcana_pUrvasaMsAXana#noun#2#RM
preprocessing_preprocessing_system	pUrvasaMsAXana_waMwra#pUrvasaMsAXana_waMwra#noun#3#RM
presampling_filter	pUrvaprawicayana_PZiltara#pUrvaprawicayana_PZiltara#noun#2#RM
preset_potentiometer	pUrvasWApI_potenSiyomItara/pUrvasWApI_viBavamApI#pUrvasWApI_potenSiyomItara/pUrvasWApI_viBavamApI#noun#2#RM
pressure_bomb	xAba_kakRa_xraxXadDaxmaxmaxvaxXadDa_daxqxyaxyaWdDa_xAba_bowala#xAba_kakRa_xraxXadDaxmaxmaxvaxXadDa_daxqxyaxyaWdDa_xAba_bowala#noun#2#RM
pressure_build_up	xAba_varXana#xAba_varXana#noun#3#RM
pressure_bulb	xAba_balba#xAba_balba#noun#2#RM
pressure_check	xAba_jAzca_xraxXadDaxmaxmaxvaxXadDa_ddaxXaxqxra_xAba_hrAsa#xAba_jAzca_xraxXadDaxmaxmaxvaxXadDa_ddaxXaxqxra_xAba_hrAsa#noun#2#RM
pressure_feed_system	xAba_BaraNa_waMwra#xAba_BaraNa_waMwra#noun#3#RM
pressure_gauge	xAba_geja#xAba_geja#noun#2#RM
pressure_integral	xAba_samAkala#xAba_samAkala#noun#2#RM
pressure_loss	xAba_hAni#xAba_hAni#noun#2#RM
pressure_pick_up	xAba_uxgrAhI#xAba_uxgrAhI#noun#3#RM
pressure_reservoir	xAba_ASaya#xAba_ASaya#noun#2#RM
pressure_sensitivity	xAba_sugrAhiwA#xAba_sugrAhiwA#noun#2#RM
pressure_test	xAba_parIkRaNa#xAba_parIkRaNa#noun#2#RM
pressure_transducer	xAba_trAMsadyUsara#xAba_trAMsadyUsara#noun#2#RM
pressure_vessel	xAba_pAwra#xAba_pAwra#noun#2#RM
pressureless_sintering	xAba_rahiwa_siMtarana#xAba_rahiwa_siMtarana#noun#2#RM
pricking_sensation	veXI_saMvexana#veXI_saMvexana#noun#2#RM
primary_colour	prAWamika_varNa/mUla_varNa#prAWamika_varNa/mUla_varNa#noun#2#RM
prime_meridian	pramuKa_yAmyowwara#pramuKa_yAmyowwara#noun#2#RM
principal_component	pramuKa_Gataka#pramuKa_Gataka#noun#2#RM
principle_axis	muKya_akRa#muKya_akRa#noun#2#RM
principle_of_minimum_energy	nyUnawama_UrjA_kA_sixXAMwa#nyUnawama_UrjA_kA_sixXAMwa#noun#4#RM
principle_ofsuperposition	aXyAropaNa_niyama#aXyAropaNa_niyama#noun#2#RM
principle_strain	muKya_vikqwi#muKya_vikqwi#noun#2#RM
principle_stress	muKya_prawibala#muKya_prawibala#noun#2#RM
print_out	CApa;_muxriwa/piM_rata_Auta/CapA_huA#CApa;_muxriwa/piM_rata_Auta/CapA_huA#noun#2#RM
printed_circuit_board	muxriwa_paripaWa_borda#muxriwa_paripaWa_borda#noun#3#RM
probability_density	prAyikawA_Ganawva#prAyikawA_Ganawva#noun#2#RM
probability_distribution	prAyikawA_baMtana#prAyikawA_baMtana#noun#2#RM
problem_oriented_language	samasyA_mUlaka_BARA#samasyA_mUlaka_BARA#noun#3#RM
procedural_language	prakriyAmUlaka_BARA#prakriyAmUlaka_BARA#noun#2#RM
process_control	prakrama_niyaMwraNa#prakrama_niyaMwraNa#noun#2#RM
process_dynamics	prakrama_gawikI#prakrama_gawikI#noun#2#RM
process_engineering	prakrama_iMjIniyarI#prakrama_iMjIniyarI#noun#2#RM
process_gain	prakramI_labXi#prakramI_labXi#noun#2#RM
process_performance	prakrama_niRpAxana#prakrama_niRpAxana#noun#2#RM
process_variable	prakrama_parivarwI#prakrama_parivarwI#noun#2#RM
processing_system	saMsAXana_waMwra#saMsAXana_waMwra#noun#2#RM
processing_unit	ekaka/parikrAMwika#ekaka/parikrAMwika#noun#2#RM
prognostic_method	pUrvAnumAnI_viXi#pUrvAnumAnI_viXi#noun#2#RM
programme_compiler	progrAma_saMkaliwra/progrAma_saMkalaka#progrAma_saMkaliwra/progrAma_saMkalaka#noun#2#RM
programme_start	progrAma_pravarwana/progrAma_AraMBa#progrAma_pravarwana/progrAma_AraMBa#noun#2#RM
programmed_mixture	progrAmI_miSraNa#progrAmI_miSraNa#noun#2#RM
programmed_start	progrAmI_pravarwana#progrAmI_pravarwana#noun#2#RM
progressive_burning	pragAmI_jvalana#pragAmI_jvalana#noun#2#RM
progressive_combustion	pragAmI_xahana#pragAmI_xahana#noun#2#RM
progressive_scanning	pragAmI_kramavIkRaNa#pragAmI_kramavIkRaNa#noun#2#RM
progressive_wave_tunnel	pragAmI_waraMga_suraMga#pragAmI_waraMga_suraMga#noun#3#RM
project_scientist	pariyojanA_vEjFAnika#pariyojanA_vEjFAnika#noun#2#RM
proof_motor	xAbasaha_motara#xAbasaha_motara#noun#2#RM
proof_pressure	pramANa_xAba#pramANa_xAba#noun#2#RM
proof_tube	xAbasaha_nalikA#xAbasaha_nalikA#noun#2#RM
proof_tube_test	xAbasaha_nalikA_parIkRaNa#xAbasaha_nalikA_parIkRaNa#noun#3#RM
propagation_effect	saMcaraNa_praBAva#saMcaraNa_praBAva#noun#2#RM
propane_system	waMwra#waMwra#noun#2#RM
propellant_flow_rate	noxa_pravAha_xara#noxa_pravAha_xara#noun#3#RM
propellant_formula	noxaka_sUwra#noxaka_sUwra#noun#2#RM
propellant_multiple_star	bahuka_wArA#bahuka_wArA#noun#3#RM
propellant_pressurised_feed_system	noxaka_xAbiwa_BaraNa_waMwra#noxaka_xAbiwa_BaraNa_waMwra#noun#4#RM
propellant_pump	noxaka_paMpa#noxaka_paMpa#noun#2#RM
propellant_sequencing	noxaka_anukramaNa#noxaka_anukramaNa#noun#2#RM
propellant_tank	noxaka_tEMka#noxaka_tEMka#noun#2#RM
propeller_flutter	noxiwra_Platara#noxiwra_Platara#noun#2#RM
proportional_control	anupAwI_niyaMwraNa#anupAwI_niyaMwraNa#noun#2#RM
propulsion_efficiency	noxana_xakRawA#noxana_xakRawA#noun#2#RM
propulsion_parameter	noxana_prAcala#noxana_prAcala#noun#2#RM
propulsion_system	noxana_waMwra#noxana_waMwra#noun#2#RM
protecting_tube	rakRaNa_nalikA#rakRaNa_nalikA#noun#2#RM
protection_register	surakRA_rajZistara#surakRA_rajZistara#noun#2#RM
protective_barrier	rakRaNa_roXa#rakRaNa_roXa#noun#2#RM
protective_medium	rakRaNa_mAXyama#rakRaNa_mAXyama#noun#2#RM
protective_net	rakRaNa_jAla#rakRaNa_jAla#noun#2#RM
protective_resistance	rakRaNa_prawiroXa#rakRaNa_prawiroXa#noun#2#RM
protective_value	rakRaNa_mAna#rakRaNa_mAna#noun#2#RM
proto_insat	proto_inasEta#proto_inasEta#noun#2#RM
proton_precession_magnetometer	protoYna_ayana_cuMbakawvamApI#protoYna_ayana_cuMbakawvamApI#noun#3#RM
proton_sphere	protoYna_maMdala#protoYna_maMdala#noun#2#RM
prototype_moulding	Axi_prarUpa_saMcana#Axi_prarUpa_saMcana#noun#2#RM
pseudo-noise_pn_code	Caxma_rava_koda_GgZ#Caxma_rava_koda_GgZ#noun#3#RM
pseudo_equilibrium	Caxma_sAmya#Caxma_sAmya#noun#2#RM
pseudo_noise	Caxma_rava/pracCanna_rava#Caxma_rava/pracCanna_rava#noun#2#RM
pseudo_noise_code	Caxma_rava_koda#Caxma_rava_koda#noun#3#RM
pseudo_noise_sequence	Caxma_rava_anukrama#Caxma_rava_anukrama#noun#3#RM
pseudo_noise_tracking_receiver	Caxma_rava_anuvarwana_aBigrAhI#Caxma_rava_anuvarwana_aBigrAhI#noun#4#RM
pseudo_operation	Caxma_pracAlana#Caxma_pracAlana#noun#2#RM
pseudo_random_list	Caxma_yAxqcCika_sUcI#Caxma_yAxqcCika_sUcI#noun#3#RM
pseudo_random_number	Caxma_yAxqcCika_saMKyA#Caxma_yAxqcCika_saMKyA#noun#3#RM
pseudo_random_signal	Caxma_yAxqcCika_signala#Caxma_yAxqcCika_signala#noun#3#RM
pseudo_signal	Caxma_signala#Caxma_signala#noun#2#RM
psk_modulation	GcKZ-_moYdulana#GcKZ-_moYdulana#noun#2#RM
psychrometric_chart	vAyuvARpamiwIya_cArta#vAyuvARpamiwIya_cArta#noun#2#RM
psychrometric_ratio	vAyuvARpamiwIya_anupAwa#vAyuvARpamiwIya_anupAwa#noun#2#RM
pull_in_phase	aMwarkarRa_kalA#aMwarkarRa_kalA#noun#3#RM
pulley_block	pulI_bloYka#pulI_bloYka#noun#2#RM
pulse_column	spaMxa_swaMBa#spaMxa_swaMBa#noun#2#RM
pulse_compression	spaMxa_saMpIdana#spaMxa_saMpIdana#noun#2#RM
pulse_crowding	spaMxa_saMkulana#spaMxa_saMkulana#noun#2#RM
pulse_echo_technique	spaMxa_prawiXvani_wakanIka#spaMxa_prawiXvani_wakanIka#noun#3#RM
pulse_generator	spaMxa_janiwra#spaMxa_janiwra#noun#2#RM
pulse_modulation	spaMxa_moYdulana#spaMxa_moYdulana#noun#2#RM
