usa_jagaha	vahAz/usa_jagaha
waKZamInana	aMxAjana/aMxAjZana/anxAjZana/anxAjana/lagaBaga/wakZarIbana/wakarIbana/kZarIba/karIba/karIbakarIba/karIbana/kZarIbakZarIba/kZarIbana/anumAnawaH/anakZarIba/anakarIba/waKZamInana/aMxAja_se/ukavAz
AKZira	aMwawaH/aMwawogawvA/aMwa_meM/AKira/AKZira/AKZirakAra/AKirakAra/howe_havAwe
iweka	iwanA/iwA/iweka/iwe
iwE	iXara/isa_ora/yahAz_para/iwaH/iwa/iwE/iwWe
iwA	iwanA/iwA/iweka/iwe
saMBavawaH	saMBavawaH/SAyaxa/syaw
kqpayA	kqpayA/kqpApUrvaka/kqpA_pUrvaka/kqpA_karake/meharabAnI_karake
uXara	uXara/usa_ora/pare/uwa/uwana
sahasA	acAnaka/ekAeka/sahasA/ekabAragI/ikabAragI/yakAyaka/akasmAwa/akasmAw/anAyAsa/xEvAw/xEvavaSa/Ocaka/aprawyASiwawaH/ApAwawaH/aMcakEM/agawyA/acaka/acAMcaka/acAkA/acAka/acAna/anAgawaH/anyAsa/nAgahAz/AcAna/ikahAI/ikahAU/iwwiPZAkZana/iwwiPAkana/iwwaPZAkZana/iwwaPAkana/ucakA/Ocaka
anxAjana	aMxAjana/aMxAjZana/anxAjZana/anxAjana/lagaBaga/wakZarIbana/wakarIbana/kZarIba/karIba/karIbakarIba/karIbana/kZarIbakZarIba/kZarIbana/anumAnawaH/anakZarIba/anakarIba/waKZamInana/aMxAja_se/ukavAz
isIlie	isalie/isIlie/awaeva/awaH/lihAjA/lihAjZA
bamuSkila	kaTinAI_se/jEse_wEse/muSkila_se/bamuSkila/kaTinawaH/nITi
nisvArWa	nisvArWa/niHsvArWa
isa_samaya	PilahAla/PZilahAla/aba/varwamAna_meM/Aja-kala/Ajakala/Aja_kala/AjakAla/ina_xinoM/isa_samaya/saMprawi/aBI/PZilahAla/PilahAla/isa_samaya/aba/aWa/aXunA/saMprawi/samprawi/aBU/aBE
aByaXika	awyaMwa/awyanwa/awyaXika/be-iMwahA/beiMwahA/bahuwa_aXika/bahuwa_hI/bepanAha/saKZwa/saKwa/jamakara/mahA/nihAyawa/cUdZAMwa/cUdZAnwa/aByaXika/Agara
kyoM	kyoM/kisalie/kisa_vAswe
xera-savera	xera-savera/kaBI_na_kaBI/xera-savera/avera-savera
sabase_pahale	Age-Age/Age_kI_ora/sabase_pahale
irxa-girxa	cAroM_ora/cAroM_waraPZa/cAroM_waraPa/cahuz_ora/sarvawra/saBI_waraPZa/cAroM_xiSAoM_meM/hara_jagaha/irxa-girxa/Asa-pAsa/AsapAsa/agala-bagala/agZala-bagZala/AjU-bAjU/irxa-girxa/adZosa-padZosa/pAsa-padZosa/pAsa_padZosa
avyavasWiwa	wiwara-biwara/aswa-vyaswa/Cinna-Binna/bewarawIba/aswavyaswa/_avyavasWiwa
yaWAsaMBava	yaWASakwi/Barasaka/yaWAsAXya/yaWAsaMBava/kRamawAnusAra/yaWAkRama
AjIvana	mqwyuparyanwa/AjIvana/wAumra/umraBara/jZiMxagIBara/jiMxagIBara/jIvanaBara/AmaraNa/aMwima_xama_waka
prasannawApUrvaka	prasannawApUrvaka/KZuSI_KZuSI/KuSI_KuSI/KZuSI_se/KuSI_se/prasannawaH/saharRa/harRapUrvaka
baKZErIya	sakuSala/kuSalawApUrvaka/kuSalapUrvaka/sahI_salAmawa/sahI-salAmawa/TIka-TAka/TIka_se/TIka-TAka_se/TIkaTAka/baKZEra/baKEra/baKZErIya/baKErIyawa/surakRiwawaH
KuleAma	KuleAma/Kulakara/sareAma/sare-Ama/Kule-Ama/Kullama-KullA/KullamaKullA/daMke_kI_cota_para/sare_Ama/agupwawaH
jAzca_paraKa_kara	jAzca_paraKakara/jAzca_paraKa_kara
aMxAjZana	aMxAjana/aMxAjZana/anxAjZana/anxAjana/lagaBaga/wakZarIbana/wakarIbana/kZarIba/karIba/karIbakarIba/karIbana/kZarIbakZarIba/kZarIbana/anumAnawaH/anakZarIba/anakarIba/waKZamInana/aMxAja_se/ukavAz
xarapeSa	sAmane/Age/samakRa/sammuKa/agre/anvakRa/aBimuKa/xarapeSa/Agala/AgalA
UrxXva	Upara/UzcAI_para/UrxXva/UrXva
baKZEra	sakuSala/kuSalawApUrvaka/kuSalapUrvaka/sahI_salAmawa/sahI-salAmawa/TIka-TAka/TIka_se/TIka-TAka_se/TIkaTAka/baKZEra/baKEra/baKZErIya/baKErIyawa/surakRiwawaH
yaxi	yaxi/agara/jaba
wejI_se	kasakara/joraxAra/weja/wejZa/wIvra/wejZI_se/jZora_se/wejI_se/jora_se/wIvrawA_se
yaxA	jaba/yaxA
sagarva	aBimAnapUrvaka/aBimAna_se/sagarva/sABimAna
BalIBAzwi	BalI-BAzwi/BalI_BAzwi/BarapUra/BalIBAzwi/BalI-BAMwi/BalI_BAMwi/BalIBAMwi/sarvawoBAva/acCI_waraha
iwwiPZAkZana	acAnaka/ekAeka/sahasA/ekabAragI/ikabAragI/yakAyaka/akasmAwa/akasmAw/anAyAsa/xEvAw/xEvavaSa/Ocaka/aprawyASiwawaH/ApAwawaH/aMcakEM/agawyA/acaka/acAMcaka/acAkA/acAka/acAna/anAgawaH/anyAsa/nAgahAz/AcAna/ikahAI/ikahAU/iwwiPZAkZana/iwwiPAkana/iwwaPZAkZana/iwwaPAkana/ucakA/Ocaka/saMyogavaSa/iwwiPZAkZana/iwwiPAkana/iwwaPZAkZana/iwwaPAkana/saMyogavaSAw
ahorAwra	hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niraMwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
niwAMwa	bilkula/bilakula/ekaxama/nipata/sarAsara/TIka/niwAMwa/niwAnwa/pUrNawaH/pUrI_waraha_se/pUrNawayA/saMpUrNawaH/saMpUrNawayA/pUrNarupeNa/AmUlacUla/Sawa-prawiSawa
kiMkarwavya-vimUDZa	hakkA-bakkA/BOMcakkA/kiMkarwavya-vimUDZa/kiMkarwwavya-vimUDZa/kiMkarwavyavimUDZa/kiMkarwwavyavimUDZa/hawabuxXi
vivaSawaH	majabUrana/vivaSawaH/anacAhe/majZabUrana/vivaSa_hokara/cAranAcAra/aMwawogawvA/barabasa
SuruvAwa_meM	AraMBa_meM/AraMBawaH/AramBawaH/pahale/SurU_meM/praWama/Axi_meM/praWamawaH/sarvapraWama/pUrva/SuruAwa_meM/SuruvAwa_meM/AramBa_meM/prAramBa_meM
nikata	pAsa_meM/najZaxIka/najaxIka/nikata_meM/kZarIba_meM/samIpa/nikata/pAsa/kZarIba/karIba/sannikata/najIka/muwwasila/arvAka/avixUra/Are/AsapAsa/Asa-pAsa
anuvawsara	harasAla/prawivarRa/xarasAla/anuvawsara
yaWAsAXya	yaWASakwi/Barasaka/yaWAsAXya/yaWAsaMBava/kRamawAnusAra/yaWAkRama
ekAkI	akelA/akele/kevala/sirPZa/mAwra/KAlI/KZAlI/basa/nipata/mahajZa/sirPa/wanhA/wanahA/ekAkI/ekameva/ekaMga/ikelA
IhAz	yahAz/isa_jagaha/iwaH/iwa/iha/ihAz/ihavAz/IMGe/IhAz
vAswava_meM	vAkaI/vAkZaI/vAswava_meM/hakIkawana/hakZIkZawana/xaraasala/asala_meM/sacamuca/saccI-muccI/saccI_muccI/sawyawaH/vaswuwaH
sIXe	sIXe/sIXA/sIXe/sIXA/sAmane/sIXe/sIXe/sIXA/sIXe/sIXA/sIXe/sIXA
bAra-bAra	bAra-bAra/bAra_bAra/bAraMbAra/bArambAra/asakqwa/ahora-bahora
AiMxA	aba/Age/AinxA/AiMxA/AyaMxA/AyanxA
acCA_ho_ki	aXimAnawaH/varIyawA_se/acCA_ho_ki
sIXA	sIXe/sIXA/sIXe/sIXA/sAmane/sIXe/sIXA/sIXe/sIXA/sIXe/sIXA
kamobeSa	kamobeSa/kamabeSa/nyUnAXika
ikatTA	sAWa-sAWa/sAWa_hI/sAWa_hI_sAWa/sAWa/eka_sAWa/ikatTA/ikajora/ekawra/ikawra
sAScarya	AScaryapUrvaka/savismaya/sAScarya
hakIkawana	vAkaI/vAkZaI/vAswava_meM/hakIkawana/hakZIkZawana/xaraasala/asala_meM/sacamuca/saccI-muccI/saccI_muccI/sawyawaH/vaswuwaH
soca-vicArakara	soca-vicArakara/samaJa-bUJakara/vicArapUrvaka/soca-samaJakara/soca_vicAra_kara/samaJa_bUJa_kara/soca_samaJa_kara/vicAriwawaH
maxxenajZara	maxxenajZara/maxxenajara
ukadZU	ukadZUz/ukadZU/ukadUz/ukadU/ukurU
kZiswoM_meM	kZiswavAra/kiswavAra/kZiswa_xara_kZiswa/kZiswoM_meM
SabxaSaH	akRaraSaH/SabxaSaH/aXyakRara
isI_waraha	isI_waraha/isI_prakAra/iwWaMmeva
iva	yoM/yUz/Ese/isa_waraha/isa_prakAra/EsA/iwWaM/ima/imi/iBa/iva/isE/IxqS/IxqSa/vEse/vEsA/usI_waraha/usa_waraha/iva
kadZA	bahuwa/KZUba/KUba/badZA/jyAxA/jZyAxA/aXika/kAPZI/kAPI/kadZA/jamakara/datakara
saba_meM	saba_meM
Pira_BI	Pira_BI/waWApi/waba_BI
wadZAwadZa	wadZAwadZa
AXAra_para	Upara/AXAra_para
AyanxA	aba/Age/AinxA/AiMxA/AyaMxA/AyanxA
aharniSa	hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niraMwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
sasammAna	sawkArapUrvaka/sAxara/sasammAna/Axara_sahiwa/bAijjawa/bAijZjZawa/sasammAna
alahaxA	xarakinAra/xUra/alaga/eka_waraPZa/eka_ora/alahaxA
ruka-rukakara	ruka-ruka_kara/ruka-rukakara/virAmawaH/Tahara_Tahara_kara/savirAmawaH
girawe_padZawe	girawe_padZawe/girawe-padZawe
bilkula	niHsaMxeha/nissaMxeha/jarUra/jZarUra/niHsanxeha/nissanxeha/nisaMxeha/nisanxeha/binA_Saka/beSaka/bilkula/bilakula/yakInana/yakZInana/avaSyameva/avaSya/alabawwA/bilASaka/aBarama/vASinxA/bASinxA/avasi/aviwarkika/asaMSaya/niSciwawaH/ikaMka/bilkula/bilakula/ekaxama/nipata/sarAsara/TIka/niwAMwa/niwAnwa/pUrNawaH/pUrI_waraha_se/pUrNawayA/saMpUrNawaH/saMpUrNawayA/pUrNarupeNa/AmUlacUla/Sawa-prawiSawa
I_pa	IsA_paScAw/I_pa/edI/IsA_paScAw
taka-taka	takatakI_se/ekataka/tukura_tukura/taka-taka/animeRa/animiRa/animiKa/anamiKa/ikataka
uxAharaNawaH	uxAharaNArWa/uxAharaNawaH/uxAharaNa_svarUpa/masalana
saMkocahInawaH	nisaMkoca/niHsaMkoca/nissaMkoca/beXadZaka/saMkocahInawaH/beJiJaka/beKataka/beKatake/behicaka
kaWanAnusAra	kaWanAnusAra/kahanAnusAra/kahe_muwAbika/kahe_muwAbikZa/kahe_anusAra
sammuKa	sAmane/Age/samakRa/sammuKa/agre/anvakRa/aBimuKa/xarapeSa/Agala/AgalA
jZarA	jarA/jZarA/jarA-sA/jZarA-sA/rawwiBara/WodZA/WodZA-sA/WodZA_sA/wanika/yawkiMciw
PZijZUla	vyarWa_hI/yoM_hI/JUTa-mUTa/yOM_hI/yUz_hI/Ese_hI/nAhakZa/nAhaka/PZajZUla/PajUla/PZijZUla/PijUla/anahaka/anAhaka
cawurguNa	cOgunA/cAra_gunA/cAragunA/cawurguNa
leSamAwra	nAmamAwra/leSamAwra/raMcamAwra/WodZA_sA
sannikata	pAsa_meM/najZaxIka/najaxIka/nikata_meM/kZarIba_meM/samIpa/nikata/pAsa/kZarIba/karIba/sannikata/najIka/muwwasila/arvAka/avixUra/Are/AsapAsa/Asa-pAsa
warIke_se	warIkZe_se/warIke_se/warawIba_se/kZarIne_se/karIne_se/vyavasWApUrvaka/vyavasWiwawaH/kZarInAvAra/karInAvAra
eka_waraPa	eka_ora/eka_waraPa/eka_waraPZa
warasoM	narasoM/awarasoM/warasoM/narasoM/awarasoM/warasoM
ulatA-pulatA	ulatA-pulatA/ulatA_pulatA/ulatA-palatA/ultA-paltA/ultA-pultA/ultA_pultA
xvAra-xvAra	xara-xara/xara-baxara/xvAra-xvAra
saMpUrNawayA	bilkula/bilakula/ekaxama/nipata/sarAsara/TIka/niwAMwa/niwAnwa/pUrNawaH/pUrI_waraha_se/pUrNawayA/saMpUrNawaH/saMpUrNawayA/pUrNarupeNa/AmUlacUla/Sawa-prawiSawa
Gara_Gara	Gara-Gara/Gara_Gara
IxqS	yoM/yUz/Ese/isa_waraha/isa_prakAra/EsA/iwWaM/ima/imi/iBa/iva/isE/IxqS/IxqSa
kawaI	kaxApi/haragijZa/kawaI/kawwaI
viXipUrvaka	viXipUrvaka/kZAyaxe_se/DaMga_se/warIkZe_se/bawOra/bAkZAyaxA/viXivaw/viXivawa
muwAbika	anusAra/mAPika/muwAbika/anukUla/muAPZikZa/muAPika/muwAbikZa/aprawIRa
mAWe	Barose/mAWe
sAvaXAnawaH	sAvaXAnIpUrvaka/XyAnapUrvaka/XyAna_se/sAvaXAnI_se/sAvaXAnawaH/samBAlakara/saMBAlakara
kZarIba_meM	pAsa_meM/najZaxIka/najaxIka/nikata_meM/kZarIba_meM/samIpa/nikata/pAsa/kZarIba/karIba/sannikata/najIka/muwwasila/arvAka/avixUra/Are/AsapAsa/Asa-pAsa
uxxeSyawaH	uxxeSyapUrvaka/uxxeSyawaH/sABiprAyaH/soxxeSya
sABimAna	aBimAnapUrvaka/aBimAna_se/sagarva/sABimAna
aBimuKa	sAmane/Age/samakRa/sammuKa/agre/anvakRa/aBimuKa/xarapeSa/Agala/AgalA
anakZarIba	aMxAjana/aMxAjZana/anxAjZana/anxAjana/lagaBaga/wakZarIbana/wakarIbana/kZarIba/karIba/karIbakarIba/karIbana/kZarIbakZarIba/kZarIbana/anumAnawaH/anakZarIba/anakarIba/waKZamInana/aMxAja_se/ukavAz
aBI_waka	aba_waka/aBI_waka/Aja_waka/abawaka/aBIwaka/Ajawaka/ajahuz/ajahUz/ajo/ajOM/abalaga
bemOke	kusamaya/gZalawa_vakZwa_para/asamaya/bevakZwa/galawa_vakwa_para/bevakwa/bemOke/asamaya/bevakZwa/bevakwa/gZalawa_samaya_para/galawa_samaya_para/bemOke
nAhaka	vyarWa_hI/yoM_hI/JUTa-mUTa/yOM_hI/yUz_hI/Ese_hI/nAhakZa/nAhaka/PZajZUla/PajUla/PZijZUla/PijUla/anahaka/anAhaka
bIcoMbIca	bIcobIca/bIcoMbIca/bIcoM-bIca/bIcama_bIca/bIcoM_bIca
kiXara	kiXara
samAnAMwara	samAMwara/samAnAMwara/samAnwara/samAnAnwara
kZiswavAra	kZiswavAra/kiswavAra/kZiswa_xara_kZiswa/kZiswoM_meM
yahAz-vahAz	iXara-uXara/jahAz-wahAz/yahAz-vahAz/iwauwa/iwaswawaH
niwya	prawixina/haraxina/niwya/hararojZa/rojZa/niwa/roja/rojZAnA/rojAnA/anuxina/niwyaprawi/anuxivasa/aharaha/hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niraMwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
yUz_hI	akAraNa/prayojanahInawaH/Ese_hI/yUz_hI/kAraNahInawaH/bevajaha/uxxeSyahInawaH/vyarWa_hI/yoM_hI/JUTa-mUTa/yOM_hI/yUz_hI/Ese_hI/nAhakZa/nAhaka/PZajZUla/PajUla/PZijZUla/PijUla/anahaka/anAhaka
behicaka	nisaMkoca/niHsaMkoca/nissaMkoca/beXadZaka/saMkocahInawaH/beJiJaka/beKataka/beKatake/behicaka
beXadZaka	nisaMkoca/niHsaMkoca/nissaMkoca/beXadZaka/saMkocahInawaH/beJiJaka/beKataka/beKatake/behicaka
mahajZa	akelA/akele/kevala/sirPZa/mAwra/KAlI/KZAlI/basa/nipata/mahajZa/sirPa/wanhA/wanahA/ekAkI/ekameva/ekaMga/ikelA
xarakinAra	xarakinAra/xUra/alaga/eka_waraPZa/eka_ora/alahaxA
hAWo_hAWa	Jatapata/catapata/PatAPata/wuraMwa/wuranwa/wawkAla/avilaMba/avilamba/PZOrana/POrana/KatAka_se/wawkRaNa/wadZAka_se/wadZa_se/wapAka_se/awiSIGra/awiSIGrawaH/jalxa_se_jalxa/jalxI_se_jalxI/wadZa_se/hAWoM-hAWa/hAWoM_hAWa/hAWo-hAWa/hAWo_hAWa/Kata_se/Anana-PAnana_meM/AnanaPAnana_meM/siwAba/siwAbI/besAKwA/TahAkA/ikahAI/ikahAU
kramavAra	kramaSaH/kramAnusAra/yaWAkrama/silasilevAra/bArI-bArI_se/kramavAra/warawIbavAra/ayugapaxa/alpaSaH
Kulakara	KuleAma/Kulakara/sareAma/sare-Ama/Kule-Ama/Kullama-KullA/KullamaKullA/daMke_kI_cota_para/sare_Ama/agupwawaH
kqwajFawApUrvaka	sABAra/kqwajFawApUrvaka
najZaxIka	pAsa_meM/najZaxIka/najaxIka/nikata_meM/kZarIba_meM/samIpa/nikata/pAsa/kZarIba/karIba/sannikata/najIka/muwwasila/arvAka/avixUra/Are/AsapAsa/Asa-pAsa
sarvawra	cAroM_ora/cAroM_waraPZa/cAroM_waraPa/cahuz_ora/sarvawra/saBI_waraPZa/cAroM_xiSAoM_meM/hara_jagaha/irxa-girxa
xEvAw	acAnaka/ekAeka/sahasA/ekabAragI/ikabAragI/yakAyaka/akasmAwa/akasmAw/anAyAsa/xEvAw/xEvavaSa/Ocaka/aprawyASiwawaH/ApAwawaH/aMcakEM/agawyA/acaka/acAMcaka/acAkA/acAka/acAna/anAgawaH/anyAsa/nAgahAz/AcAna/ikahAI/ikahAU/iwwiPZAkZana/iwwiPAkana/iwwaPZAkZana/iwwaPAkana/ucakA/Ocaka
bASinxA	niHsaMxeha/nissaMxeha/jarUra/jZarUra/niHsanxeha/nissanxeha/nisaMxeha/nisanxeha/binA_Saka/beSaka/bilkula/bilakula/yakInana/yakZInana/avaSyameva/avaSya/alabawwA/bilASaka/aBarama/vASinxA/bASinxA/avasi/aviwarkika/asaMSaya/niSciwawaH/ikaMka
jEse_kA_wEse	jyoM_kA_wyoM/jEse_kA_wEse
aMwawogawvA	aMwawaH/aMwawogawvA/aMwa_meM/AKira/AKZira/AKZirakAra/AKirakAra/howe_havAwe/majabUrana/vivaSawaH/anacAhe/majZabUrana/vivaSa_hokara/cAranAcAra/aMwawogawvA/barabasa
sareAma	KuleAma/Kulakara/sareAma/sare-Ama/Kule-Ama/Kullama-KullA/KullamaKullA/daMke_kI_cota_para/sare_Ama/agupwawaH
baKUbI	baKZUbI/baKUbI
kaxApi	kaxApi/haragijZa/kawaI/kawwaI
awaeva	isalie/isIlie/awaeva/awaH/lihAjA/lihAjZA
sAXAraNawayA	sAmAnyawaH/sAmAnyawayA/sAXAraNawaH/sAXAraNawayA/amUmana/umUmana
jahAz_wahAz	kramahInawaH/akramawaH/avyavasWiwawaH/jahAz_wahAz
yUz	yoM/yUz/Ese/isa_waraha/isa_prakAra/EsA/iwWaM/ima/imi/iBa/iva/isE/IxqS/IxqSa
nisavAsara	hameSA/saxA/niwya/saxEva/niwya_prawi/sarvaxA/sarvaWA/haraxama/haravakwa/harasamaya/xina-rAwa/xinarAwa/xina_rAwa/rAwa-xina/rAwaxina/niSixina/nisa-vAsara/nisavAsara/niSivAsara/niranwara/niraMwara/anavaXi/sarvaxEva/aharaha/pinnA/aharniSa/ahorAwra
samBAlakara	sAvaXAnIpUrvaka/XyAnapUrvaka/XyAna_se/sAvaXAnI_se/sAvaXAnawaH/samBAlakara/saMBAlakara
saprayojana	prayojanawaH/kAma_se/kAraNa_se/saprayojana
cObArA	cObArA
wIvrawA_se	kasakara/joraxAra/weja/wejZa/wIvra/wejZI_se/jZora_se/wejI_se/jora_se/wIvrawA_se
piCale_xinoM_meM	awIwa_meM/pahale/BUwa_meM/BUwa_kAla_meM/pICe/piCale_xinoM_meM
lAparavAhI_se	asAvaXAnawaH/asAvaXAnI_se/XyAnahInawaH/lAparavAhI_se
prawirUpawaH	prawirUpawaH/hUbahU/hU-ba-hU
KuSI_se	prasannawApUrvaka/KZuSI_KZuSI/KuSI_KuSI/KZuSI_se/KuSI_se/prasannawaH/saharRa/harRapUrvaka
daMke_kI_cota_para	KuleAma/Kulakara/sareAma/sare-Ama/Kule-Ama/Kullama-KullA/KullamaKullA/daMke_kI_cota_para/sare_Ama/agupwawaH
nimiRa-mAwra	palaBara/pala-Bara/nimiRa-mAwra/nimeRa-mAwra
samaJa_bUJa_kara	soca-vicArakara/samaJa-bUJakara/vicArapUrvaka/soca-samaJakara/soca_vicAra_kara/samaJa_bUJa_kara/soca_samaJa_kara/vicAriwawaH
icCAnukula	icCAnusAra/icCAnukula/yaWecCa/yaWABIRta/yaWAvAMCiwa
Kullama_KullA	spaRta/spaRtawaH/Kula_kara/Kule_wOra_para/Kullama_KullA/binA_lAga_lapeta_ke/sAPZa_sAPZa/spaRtawayA/sAPZa-sAPZa/sAPa-sAPa
beArAma	beArAma
pala-Bara	palaBara/pala-Bara/nimiRa-mAwra/nimeRa-mAwra
kAnUnana	kZAnUnana/kAnUnana/viXAnawaH
anaMwara	bAxa/bAxa_meM/paScAw/uparAMwa/anaMwara/paScAwa/uparAnwa/ananwara/pICe/uwwara/aWa/anupaxa/anvakRa/lagAwAra/anavarawa/niraMwara/niranwara/wAbadZawodZa/xanAxana/sawawa/XUAzXAra/anaMwara/ananwara/avirAmawaH/aniSa/prawikRaNa/anukRaNa/XadZAXadZa/avirawa/muwwasila/avicCinna/avicCexa/aviSrAnwa/aviSrAMwa/asarAra/aharaha/AsaMga/Asafga/ikawAra
pAsa	pAsa_meM/najZaxIka/najaxIka/nikata_meM/kZarIba_meM/samIpa/nikata/pAsa/kZarIba/karIba/sannikata/najIka/muwwasila/arvAka/avixUra/Are/AsapAsa/Asa-pAsa/pAsa
kZarIba	pAsa_meM/najZaxIka/najaxIka/nikata_meM/kZarIba_meM/samIpa/nikata/pAsa/kZarIba/karIba/sannikata/najIka/muwwasila/arvAka/avixUra/Are/AsapAsa/Asa-pAsa/aMxAjana/aMxAjZana/anxAjZana/anxAjana/lagaBaga/wakZarIbana/wakarIbana/kZarIba/karIba/karIbakarIba/karIbana/kZarIbakZarIba/kZarIbana/anumAnawaH/anakZarIba/anakarIba/waKZamInana/aMxAja_se/ukavAz
uxxeSyahInawaH	uxxeSyahInawaH/niruxxeSya/niruxxeSyawaH/akAraNa/prayojanahInawaH/Ese_hI/yUz_hI/kAraNahInawaH/bevajaha/uxxeSyahInawaH
gZalawa_vakZwa_para	kusamaya/gZalawa_vakZwa_para/asamaya/bevakZwa/galawa_vakwa_para/bevakwa/bemOke
bAra_bAra	bAra-bAra/bAra_bAra/bAraMbAra/bArambAra/asakqwa/ahora-bahora
yoM	yoM/yUz/Ese/isa_waraha/isa_prakAra/EsA/iwWaM/ima/imi/iBa/iva/isE/IxqS/IxqSa
sUkRmawaH	bArIkZI_se/bArIkI_se/sUkRmawaH
Ese	yoM/yUz/Ese/isa_waraha/isa_prakAra/EsA/iwWaM/ima/imi/iBa/iva/isE/IxqS/IxqSa
vEsA	vEse/vEsA/usI_waraha/usa_waraha/iva
kaba	kaba_waka/kaba
Aja_waka	aba_waka/aBI_waka/Aja_waka/abawaka/aBIwaka/Ajawaka/ajahuz/ajahUz/ajo/ajOM/abalaga
vEse	vEse/vEsA/usI_waraha/usa_waraha/iva
EsA	yoM/yUz/Ese/isa_waraha/isa_prakAra/EsA/iwWaM/ima/imi/iBa/iva/isE/IxqS/IxqSa
patta	pata/patta/petakEyAz
vicArahInawaH	vicArahInawaH/anasoce/besoce_samaJe
TIka-TAka_se	sakuSala/kuSalawApUrvaka/kuSalapUrvaka/sahI_salAmawa/sahI-salAmawa/TIka-TAka/TIka_se/TIka-TAka_se/TIkaTAka/baKZEra/baKEra/baKZErIya/baKErIyawa/surakRiwawaH
aba_kI	aba/abakI/isabAra/aba_kI/isa_bAra
warakIba_se	yukwipUrvaka/upAyawaH/upAya_se/jugawa_lagAkara/warakIba_se/warIkZe_se
ihAz	yahAz/isa_jagaha/iwaH/iwa/iha/ihAz/ihavAz/IMGe/IhAz
KAsakara	viSeRakara/KZAsakara/KZAsa_wOra_para/KZAsa_wOra_se/KZAsawOra_para/KZAsawOra_se/KAsawOra_para/KAsawOra_se/KAsakara/viSeRawaH/viSiRtawaH/muKyawaH/viSeRa_rUpa_se
BalI_BAMwi	BalI-BAzwi/BalI_BAzwi/BarapUra/BalIBAzwi/BalI-BAMwi/BalI_BAMwi/BalIBAMwi/sarvawoBAva/acCI_waraha
jalxI_se	jalxI/SIGra/SIGrawaH/avilaMbawaH/jalxa/acira/wUrNa/SiwAba/begi/avalaMbiwa/avalambiwa/jalxI_se/ASu/avilaMbiwa/avilambiwa
uxxeSyapUrvaka	uxxeSyapUrvaka/uxxeSyawaH/sABiprAyaH/soxxeSya
acAMcaka	acAnaka/ekAeka/sahasA/ekabAragI/ikabAragI/yakAyaka/akasmAwa/akasmAw/anAyAsa/xEvAw/xEvavaSa/Ocaka/aprawyASiwawaH/ApAwawaH/aMcakEM/agawyA/acaka/acAMcaka/acAkA/acAka/acAna/anAgawaH/anyAsa/nAgahAz/AcAna/ikahAI/ikahAU/iwwiPZAkZana/iwwiPAkana/iwwaPZAkZana/iwwaPAkana/ucakA/Ocaka
kahAz	kahAz
sAXikAra	aXikArapUrvaka/sAXikAra/aXikArawaH
TIka	bilkula/bilakula/ekaxama/nipata/sarAsara/TIka/niwAMwa/niwAnwa/pUrNawaH/pUrI_waraha_se/pUrNawayA/saMpUrNawaH/saMpUrNawayA/pUrNarupeNa/AmUlacUla/Sawa-prawiSawa/TIka-TAka/TIkaTAka/TIka/acCA/baDZiyA/TIka/TIka_se/acCI_waraha/acCI_waraha_se
ruka-ruka_kara	ruka-ruka_kara/ruka-rukakara/virAmawaH/Tahara_Tahara_kara/savirAmawaH
KZAsa_wOra_se	viSeRakara/KZAsakara/KZAsa_wOra_para/KZAsa_wOra_se/KZAsawOra_para/KZAsawOra_se/KAsawOra_para/KAsawOra_se/KAsakara/viSeRawaH/viSiRtawaH/muKyawaH/viSeRa_rUpa_se
asAlawana	svayaM/svawaH/Kuxa/KZuxa/Apa/ApahI/apaneApa/KZuxa_hI/sAkRAw/sAkRAwa/asAlawana/AparUpa
wIna_gunA	wigunA/wInagunA/wIna_gunA
kamabeSa	kamobeSa/kamabeSa/nyUnAXika
waba_hI	waBI/waba_hI/usI_samaya/usI_GadZI
xobArA	xubArA/xobArA/Pira/Pira_se/punaH/eka_bAra_Pira/vApasa_se
niSSabxa	cupacApa/cupa/mOna/SAMwa/SAnwa/KZAmoSI_se/KAmoSI_se/niSSabxa/avAka/avAk/bina_bole/mOnawaH
sAyAsa	prayawnapUrvaka/sAyAsa/prayawnawaH/prayawna_se
