#geography dictionary extracted from Bharatvani site by Prashant. Formatted by Roja (03-10-2019)
#Changes:: 1) Separated single word and multi words into separate dictionaries
#          2) English words are converted to lower case
#          3) Added category as 'noun' by default
#	   4) Removed information present in  ( ) Ex: Ababdeh abEbade (janajAwi)
		to	ababdeh_noun    abEbade
#################################################################################
ababdeh_noun	abEbade
ferrotyping_noun	PerotAipana
ferry_noun	PerI/nOkAGAta
ferrymen_noun	PerImena
fescue_noun	PeskyU
festoon_noun	PestUna/woraNa
fetch_noun	waraMga-parisara
feudalism_noun	sAmaMwavAxa
ffridd_(=ffrydd_)_noun	Prida
fiard_noun	PiyArda
fibre_noun	waMwu/reSA/PAibara
field_noun	kRewra/kRewraka/Kewa/PIlda
figure_noun	aMka/_Akqwi
figures_noun	AzkadZe
figurine_noun	laGumUrwi
fijian_noun	PIjIvAsI
filament_noun	waMwu
filling_noun	BarAva
film_noun	Pilma
filter_noun	nisyaMxana/_nisyaMxaka/Piltara
filtering_noun	parisaraNa
financial_noun	viwwIya
finite_noun	parimiwa
fiord_noun	PiyoYrda
fiorded_noun	PiyoYrdamaya
fir_noun	Para
firearm_noun	AgneyAswra
fireboat_noun	PAyara_bota
firestone_noun	cakamaka_pawWara
fireweed_noun	PAyaravIda/agniapawqNa
firewood_noun	IXana
firing_noun	xAganA/CodZanA//jvAlana
firn_noun	neve/kaNahima/Parna
firnification_noun	kaNahimIBavana/ParnIBavana
firth_noun	ParWa/waMga_KAdZI
fish_noun	maCalI/mIna/mawsya
fish-bed_noun	mawsya_saMswara
fisherman_noun	maCuA/XIvara
fishery_noun	mawsya-uxyoga/mawsya-kRewra_mAwsyakI
fishway_noun	mawsya-mArga
fissile_noun	viKaMdya/viKaMdanIya
fission_noun	viKaMdana
fissure_noun	vixara/xarAra
fissured_noun	vixAriwa/vixIrNa
fjardkust_noun	PiyArdakasta/PiyArda_wata
fjord_noun	PiyoYrda
flake_noun	pawraka
flame_noun	lO/jvAlA
flamingo_noun	PlemiMgo/haMsAvara
flank_noun	pArSva
flare_noun	praxIpaka/saMsPura
flark_noun	PlArka
flash_noun	xamaka/kOMXa/_Akasmika
flat_noun	sapAta/samawala_capatA_mExAna/samasWala
flat-bed_noun	PlEtabeda
flatt_noun	Pleta
flecken_noun	Plekena/bAjZAra_nagara
fleece_noun	karwiwa_Una
fleet_noun	bedZA
flekschiefer_noun	PlekSIPera
flexible_noun	namya/lacIlA
flexuosity_noun	vakrawA
flexure_noun	Anamana
flight_noun	udZAna/uddayana
float_noun	plava
floatation_noun	plavana
floe_noun	barPa_KaMda_/plAvI_himaKaMda
floeberg_noun	himaKaMda_SEla
flong_noun	saMca_Palaka/PlAMga
flood_noun	bADZa/pUra/oGa
flood-basalt_noun	pUra-besAlta
flood-tide_noun	jvAra/jvArIya_bADZa/caDZawI_jvAra/pUra_velA
flooding_noun	oGana
floodway_noun	bADZa_praNAlikA
flop-house_noun	PlApa_hAusa/rEnabaserA
flora_noun	vanaspawi-jAwa/pedZa-pOXe
floriculature_noun	puRpa_kqRi
floss_noun	PlAsa/lomaka
flotilla_noun	PlotilA/jahAjI_bedZA
flotsam_noun	pluwaka
flow_noun	pravAha/pravAhiwA
flow-method_noun	pravAhI_rIwi
flowering_noun	PUla_AnA/puRpana
fluctuate_noun	Gata-baDZa
fluctuation_noun	uccAvacana/Gata-baDZa/uwAra-caDZAva
fluellin_noun	PlUelina
fluere_noun	pravAha
fluff_noun	pariPulla/rovAM
fluid_noun	warala
flume_noun	avanAlikA
fluorescence_noun	prawixIpwi
flurey_noun	JadZI
flush_noun	sapAta
flute_noun	PlUta/KAMca/bAMsurI_KAwila
fluvial_noun	naxIya
fluvialist_noun	naxavAxI
fluviatile_noun	naxIya/naxajaniwa
fluvio-marine_noun	naxasamuxrI/naxasAgarI
fluvioglacial_noun	sariwAhimI
fluviraption_noun	naxIya_apavahana
fluvius_noun	sariwA/naxI
flux_noun	aBivAha/gAlaka/Plaksa
fly_noun	makKI/makRI/PlAI
flying_noun	udZanA/uddayana
flyover_noun	GumAva/PlAiovara
foam_noun	JAga/Pena
fob_noun	nO_paryaMwa_niRpraBAra
focal_noun	nABIya/PokasI
focus_noun	nABi/uxgama_keMxra/Pokasa/_Pokasa_karanA
focusing_noun	Pokasana/saMgamana
fog_noun	kuharA/kUhA_XUmila_karanA/XUmila_honA
fog-signal_noun	kuharA_saMkewa
fogdrip_noun	kuharAnamI
foggant_noun	kUhAkara
foggara_noun	PogArA
foggy_noun	kuharAyukwa
fold_noun	valana/bAdZA
fold-fault_noun	valana-BraMSa
foldage_noun	BedZa-carAgAha
folded_noun	valiwa
foliage_noun	parNasamUha
foliation_noun	pawraNa/Salkana
folio_noun	pannA/Poliyo
folkway_noun	loka-pravqwwi
follded_noun	bADZagraswa
follower_noun	anugAmI
fontiein_noun	Pontena/jalasrowa
foot-rule_noun	PutA
footnote_noun	Putanota/pAxa-tippaNI
footpath_noun	pagadaMdI/patarI
footway_noun	pagadaMdI
forage_noun	cArA
foray_noun	CApA
force_noun	bala/Porsa
ford_noun	paxawArya_naxI/pAMJa
forde_noun	PZorde
forden_noun	Pordena/nimagna_GAtI
forecast_noun	pUrvAnumAna/pUrvAnumAniwa
forecasting_noun	pUrvAnumAna
forecastle_noun	galahI_deka
foredeep_noun	agra_gaBIra
foredune_noun	agra_tibbA
foreland_noun	agraBUmi
forenoon_noun	pUrvAhna
foresee_noun	pUrvaxarSana
foreshock_noun	pUrvakampa
foresight_noun	agraxqRti
forest_noun	vana
forestal_noun	vana_sambanXI
forestation_noun	vanaropaNa
forestry_noun	vana_vixyA/vAnikI
fork_noun	xuSAKa/kAMtA
form_noun	rUpa/svarUpa/Akqwi
format_noun	rUpaNa/ArUpa
formation_noun	svarUpa_samUha//racanA/nirmANa
forme_noun	PArma
formed_noun	raciwa/nirmiwa/bana_gayA
formkreisen_noun	PArmakrAisena
formula_noun	sUwra
formulation_noun	saMrUpa/saMrUpaNa/sUwraNa
forna_noun	PornA/karkata
fortification_noun	kilebanxI/prabalIkaraNa
fortran_noun	PortrAna
fortress_noun	xurga
forum_noun	Porama
forward_noun	agravarwI
fosse_noun	PoYsa/KAwa/pariKAwa
fossil_noun	PoYsila/jIvASma_jIvASmI/_aSmIBUwa/vilupwa
fossilization_noun	jIvASmIBavana/jIvASmana
foundary_noun	saMXAnaSAlA/saMXAnI/DalAIGara
foundation_noun	prawiRTAna/_nIMva/AXAra/mUla
fracto_noun	KaMdiwa
fracto-stratus_noun	KaMdiwa_swarI
fractocumulus_noun	KaMdiwa_kapAsI
fracture_noun	viBaMga/viBaMjana/tUtanA
fragile_noun	BaMgura
fragility_noun	BaMgurawA
fragment_noun	KaMda/tukadZA
fragmental_noun	KaMdamaya
fragmentation_noun	KaMdana
frame_noun	Prema/DAzcA/cOKata
frankincense_noun	lobAna
frazil_noun	kalamI
freehand_noun	PrIhEMda
freemasonary_noun	PZrImesanarI
freeways_noun	PZrIvejZa
freeze_noun	jamAnA/himIBUwa_karanA/himIBUwa_honA/jamanA
freeze-up_noun	PrIja-apa
freezing_noun	himana/himIkaraNa/jamanA/_himakArI/himIkara
freight_noun	vAhana_mUlya/BAdZA
freighter_noun	BAravAhI_jalayAna
fremde_noun	apariciwa_jAwi
frequency_noun	bAraMbArawA/Avqwwi
frequent_noun	bahuXA
fresco_noun	Biwwiciwra
fresh_noun	navA/nava/wAjA
freshet_noun	naxIpUra
freshwater_noun	alavaNajala/alavaNoxa
fresno_noun	Presno
friable_noun	sucUrNya/cUrNaSIla
friagem_noun	PrAijema
friar_noun	BikRu
friction_noun	GarRaNa
frictionless_noun	GarRaNahIna
frigid_noun	SIwa
front_noun	agra/vAwAgra/agrAMwa
frontage_noun	purABAga/sAmanA
frontier_noun	sImA/sImAMwa_kRewra/sImAMwaka
frontispiece_noun	agraBAga
frontogenesis_noun	vAwAgrajanana
frontology_noun	vAwAgra-vijFAna/vAwAgrikI
frontolysis_noun	vAwAgra_vinASa
frost_noun	wuRAra/pAlA
frost-free_noun	wuRAra_hIna
frost-riving_noun	wuRAra_vixarana
frosting_noun	wuRAraNa/rUkRIkaraNa/ProYstiMga
frosty_noun	wuRArI
frozen_noun	baxXavaw/Alagna/himaSIwiwa
fruiterer_noun	PalavikrewA
fruiting_noun	Palana/PalanA
fu_noun	PU
fualt-drag_noun	BraMSa-karRaNa
fula_noun	PUlA
fulah_noun	PulAha
fulgurite_noun	PalgUrAita
fulji_noun	PuljI
full_noun	pUrNa/gaharA/gADZa/kataka
fumarole_noun	vARpamuKa
fume_noun	XUma
fumigation_noun	XUmana
function_noun	Palana/prakArya
fundamental_noun	mUla/AXAraBUwa
funnellling_noun	Panalana
fur_noun	samUra/Para
furfarming_noun	samUra-saMvarXana
furnace_noun	BrARtra/BraRtrikA/BatTI
further_noun	Ora_Age/BAvI
fury_noun	AveSa
furze_noun	Parja
fuse_noun	saMyojana/galanA/_saMgaliwa_karanA
fusible_noun	saMgalanIya
fusion_noun	saMlayana/saMgalana
g.m.t._noun	grInavica_mAXya_samaya
gabbro_noun	gEbro
gabbroic_noun	gEbroI
gadget_noun	jugawa
gain_noun	pravarXana/lABa/labXi
gair_noun	JaMJA
gait_noun	gEta/cAla
galaxy_noun	gEleksI/AkASa-gaMgA/maMxAkinI
gale_noun	JaMJA
galeria_noun	gElIriA
galingale_noun	kulaMjana
gallop_noun	sarapata
galvanize_noun	yaSaxa_lepana
galvanized_noun	jaswexAra
game_noun	AKeta/SikAra/Kela
ganat_noun	ganAwa/BUmigawa_praNAla
gangway_noun	gEMgave/mArgikA
gap_noun	xarrA/vixara/aMwarAla/rikwi
gaper_noun	gEpara
garbage_noun	apaSiRta
garble_noun	KicadZI
garden_noun	uxyAna
gardening_noun	uxyAnikI/bAgavAnI
gargoyle_noun	gAragoila/BaMvara
gari_noun	gErI
garnering_noun	ekawraNa
garua_noun	gErUA
gas_noun	gEsa
gasket_noun	gEsketa
gat_noun	gEta/grInavIca_ABAsI_kAla
gate_noun	xvAra_ilEktroda/xvAra/kapAta/geta/xahana_parisara
gateway_noun	mUKya_xvAra
gather_noun	saMgraha_/saMgrahaNa
gatherer_noun	saMgrAhaka
gathering_noun	saMgrahaNa
gauge_noun	geja/pramApa/pramApI
gaul_noun	goYla
gaustadt_noun	gOstAta
gazelle_noun	gajela/kuraMga
gazetteer_noun	gajetiyara/rAjapawra
geanticlilne_noun	BU-apanawi
geest_noun	gIsta/anurvara_BUmi
gelifluction_noun	jela-sarpaNa
gendarme_noun	jAnadArma
generalisation_noun	vyApIkaraNa
generally_noun	sAmAnyawaH
generation_noun	pIDZI/uwpAxana/janana
generator_noun	janiwra
genetics_noun	AnuvaMSikI
gentle_noun	maMxa/XIra/kramika
gentrification_noun	aBijAwIkaraNa
genus_noun	jInasa/vaMSa
genya_noun	jenyA/carAgAha
geo_noun	jyo/pqWvI/BU
geo-econometrics_noun	BU-arWamiwi
geoanthropolitics_noun	BUmAnavarAjanIwi_vijFAna
geoanticline_noun	BU-apanawi
geobasin_noun	BUxroNI
geobotany_noun	BU-vanaspawi_vijFAna
geocartographer_noun	BU-mAnAciwrakAra
geocentric_noun	BU-kenxrika/BU-kenxrIya
geochronology_noun	BUkAlAnukrama
geochronometry_noun	BUkAlamiwi
geochrony_noun	BUkAlAnukrama
geodesic_noun	alpAMwarI/jiyodesika
geodesy_noun	BUgaNiwa
geodetic_noun	BUgaNiwIya_jyodesIya
geodimeter_noun	jiyodImItara
geodynamics_noun	BUgawivijFAna/BUgawikI
geofault_noun	BU-BraMSa
geofracture_noun	BUvixara
geogeny_noun	BUjanana
geographical_noun	BOgolika/BUgolIya
geography_noun	BUgola
geohydrology_noun	BUjalavijFAna
geoid_noun	BU-ABa/jIoYyada
geoisotherm_noun	samawApIya_BUwala/samawApIya_aMwarBUswara
geokratic_noun	jyokretIya
geological_noun	BUvEjFAnika
geology_noun	BUvijFAna
geomagnetic_noun	BUcuMbakIya
geomagnetician_noun	BUcuMkawvajFa
geomagnetism_noun	BUcuMbakawva
geomancy_noun	BU-Sakuna_vixyA
geomorphic_noun	BUAkqwika
geomorphologist_noun	BUAkqwijFa
geomorphology_noun	BUAkqwivijFAna
geonomics_noun	ArWika_BUgola
geonomy_noun	BUvixyA
geopacifics_noun	BU-SAnwivAxa
geophagy_noun	mqxBakRaNa
geophone_noun	BU-Pona/jiyoPona
geophysical_noun	BUBOwikIya
geophysics_noun	BUBOwikI
geopiety_noun	BUniRTawA
geopolitical_noun	BUrAjanIwika
geopolitics_noun	BUrAjanIwi
geopotential_noun	BUviBava
georama_noun	aMwaraxarSaka_globa/jIyorAmA
geosophy_noun	BUvixyA/BUxarSana
geosphere_noun	BUmaMdala
geostationary_noun	wulyakAlI/BUsWira
geostenography_noun	BU-ASulipika
geostrategy_noun	BU-yuxXanIwi
geostrophic_noun	BUvikRepI
geosycline_noun	BU-aBinawi
geosynchronous_noun	wulyakAlI/BUwulyakAlI
geotectocline_noun	BUvivarwanawi
geotectonic_noun	BUvivarwanika
geothermometer_noun	BUwApamApaka
gerf_noun	jarPa
gerontocracy_noun	vqxXawaMwra
gerrymander_noun	avanirXAraNa
gesticulation_noun	aMgavikRepa
gewann_noun	gevoYna
gewanndorf_noun	gevoYnadoYrPa
geyser_noun	uRNowsa/gAijara
geyserite_noun	gAijarAita
ghetto_noun	geto
ghyll_noun	gila
giant_noun	bqhaw/mahA/xAnava/viSAla
gibber_noun	jibara
gibbula_noun	gibbulA
gibli_noun	gibalI
gilgai_noun	gilAgAI
gimbal_noun	gimbala/Calle
gipfelflur_noun	jipPelaPlUra/SiKara_mExAna
girt_noun	garta
giyot_noun	gAIoYta/nimagna_xvIpa
glace_noun	glAse
glacial_noun	himanaxIya
glacialism_noun	himAnIvAxa
glaciated_noun	himanaxAcCAxiwa/himanaxiwa
glaciation_noun	himanaxana
glacic_noun	himanaxIya
glacier_noun	himanaxa/himAnI/gleSiyara
glaciere_noun	hima-guhA
glacieret_noun	himanaxikA/laGu_himanaxa/himAnikA
glacierization_noun	himAnIBavana
glacierized_noun	himAnI-AcCAxiwa
glacio-eustatism_noun	himAnI_susWiwikawA
glacio-isostasy_noun	himAnI_samasWiwi
glaciofluvial_noun	himajalIya
glaciolacustrine_noun	himasarovarI
glaciologist_noun	himanaxavewwA
glaciology_noun	himAnikI/himanaxa_vijFAna
glacioluvial_noun	himAnI_miSroDa
glaciomarine_noun	himanaxasamuxrI
glacis_noun	DAla/maMxaDAla
glacon_noun	glEsoYna
glade_noun	vana_galiyArA
glare_noun	praKarawA/cOMXa
glass_noun	kAMca
glaze_noun	himakAca/kAcABaka/gleja
glebe_noun	glIba/KanijakRewra
glei-soil_noun	glI_mqxA
glen_noun	glena/saMkIrNa_GAtI
gley_noun	gle
glint_noun	glinta/camaka
glint-lake_noun	camakawI_JIla/gliMta_JIla
glint-line_noun	camakawI_reKA/gliMtalAina
glitter_noun	glitara/Jilamila
gloap_noun	XamanaCixra
global_noun	BUmaMdalIya
globe_noun	BUmaMdala/golA/golaka/globa
globular_noun	golAkAra
glory_noun	raMgaSrI
gloves_noun	xaswAne
glow_noun	xIpwi
glumous_noun	sawuRa
glut_noun	AXikya/glata
glyn_noun	glina/saMGIrNa_GAtI
glyph_noun	uwkIrNa_Akqwi
glyptodont_noun	gliptodoYna/pUrvaBUmi_prajAwi
glyptography_noun	uwkIrNana_kalA
glyptolith_noun	uwkIrNASma
gneiss_noun	nAisa
gneissic_noun	nAisI
gnome_noun	noma
gnow_noun	raxana
godown_noun	goxAma
gombolala_noun	goYmbololA
gong_noun	goMga
gonimeter_noun	Palaka-koNamApI/goniyomItara
good_noun	uwwama
goose_noun	rAjahaMsa
gore_noun	wrikoNI_BUmi/gora/wikonA_vaswra/wrikoNa_patta
gorge_noun	goYrja/mahAKadda
gorse_noun	gorsa/kaNtEXa
gouge_noun	mqxlepa/mqxparawa/gAuja
gouging_noun	garwana/gAujana
gourmet_noun	KAxya_pAraKI
goz_noun	goYja
gradation_noun	SreNIkaraNa/kramaNa//wala_saMwulana/xyuwi_pravaNawA
grade_noun	SreNI/xarjA/koti/krama_koti_nirXAraNa_karanA
graded_noun	unconformity_kramika_viRamavinyAsa/pravaNiwa/kramika/SreNIkqwa/saMwuliwa
gradient_noun	pravaNawA/anupravaNa
gradiometer_noun	grediyomItara/pravaNawAmApI
graduated_noun	aMSAMkiwa
graduation_noun	aMSAMkana/samAnayana/niSAna/aMSa-cihna
grainland_noun	anAja_BUmi
granary_noun	XAnyAgAra
grange_noun	grEMja
granite_noun	grenAita
granitic_noun	grenAitI
granular_noun	xAnexAra/kaNikAmaya/ravexAra/kaNikI
granulated_noun	xAnexAra/kaNikAyiwa/kaNIBUwa
granulation_noun	kaNikAyana/kaNIBavana
granule_noun	kaNikA/kanI
grao_noun	grEo
graph_noun	grAPa/AleKa/leKAciwra
graphic_noun	AleKI
graphical_noun	AleKI/grAPI
grass_noun	GAsa/xUba
grassing_noun	GAsa_ropaNa/SAxvalana/grAsiMga
grassland_noun	GAsasWala/sahavAsa
grater_noun	GarRaNI/wurapanI/kaxxUkasa
graticule_noun	reKAjAla/sUwrajAla
grau_noun	grEU
graupel_noun	mqxu_vArRilA/kacce_ole
grauwacke_noun	greUvEka
gravelled_noun	bajarIyukwa
graver_noun	grevara/CenI
gravimeter_noun	guruwvamApI
gravimetric_noun	BArAwmaka
graviplanation_noun	gurUwvasamawalana
gravitation_noun	gurUwvAkarRaNa/gurUwva
gravitational_noun	guruwvIya
gravity_noun	gurUwva
graybody_noun	XUsara_piMda
grazer_noun	GAsa_BakRaka/carane_vAlA_paSu
grazier_noun	paSucAraka
grazing_noun	cAraNa/caranA/carAI
greasy_noun	grIjI/cikanA
great-circle_noun	bqhaw-vqwwa
greens_noun	sabjA/hariyAlI
gregale_noun	gregAle
grenade_noun	greneda/haWagolA
grid_noun	jAla/grida
griffograph_noun	griPogrAPa
grinder_noun	GarRaka/peRaka
grindstone_noun	sila/SilA/peRaNASma/peRaka_pawWara
gripper_noun	gripara
griselda_noun	grijeldA
gross_noun	sakala/kula/_Gora/BArI
ground_noun	BUmi/sWala/BU/BOma
grounded_noun	BU-yojiwa
group_noun	samUha/varga/grupa
grouping_noun	samUhana
grouse_noun	wiwwiri
grove_noun	upavana/nikuMja
growler_noun	GurGuriwra/grolara
growth_noun	vqxXi
grub_noun	graba/KoxanA/BqMgaka
grumusol_noun	grUmUsoYla/mqwwikA
grvel_noun	grevela/bajarI
gryke_noun	grAika
guanaco_noun	guvAnAko/vAsanwaka
guide_noun	gAida/nirxeSa
guided_noun	niyaMwriwa
guild_noun	saMGa
gulcanian_noun	valkeniyAI
gulf_noun	KAdZI/galPa
gulf-stream_noun	galPa_strIma
gully_noun	avanAlikA
gumbo_noun	gambo
gumbotil_noun	gambotila
gunnel_noun	ganela
gunwale_noun	peraja/UparI_pattI
gurnard_noun	garanArda
gust_noun	nirGAwa/JoMkA
gustiness_noun	nirGAwiwA/JoMkApana
gustnado_noun	nirGAwa_toYranedo
gutter_noun	gatara
guy_noun	gAI
gwaun_noun	gvEana/parvawIya_carAgAha
gwely_noun	gvelI
gymnosperm_noun	jimnosparma/anAvqwabIjI
gypsey_noun	jipsI/asWAyI_sariwA
gypsiferous_noun	jipsamamaya
gypsum_noun	jipsama
gypsy_noun	jipsI
gyral_noun	BaMvara
gyration_noun	avaGUrNana/pariBramaNa
gyre_noun	vqwwAkAra_gawi
ha_noun	hA/Arxra-kqRi
ha-ha_noun	hA-hA
ha-ta_noun	hA-tA
haar_noun	hAra
habb_noun	hEba
habenaria_noun	hEbIneriyA
haberdashery_noun	bisAwI_vaswu
habitable_noun	vAsayogya
habitat_noun	AvAsa
habitation_noun	vAsa_sWAna
haboob_noun	habUba
hacienda_noun	hAsiEndA
hack_noun	BAtaka_vAhana/hEka
hacksaw_noun	hEksoY/lOha_ArI
haddock_noun	hEdoYka
hadendoa_noun	hAdenadoA
hadrosaurus_noun	hEdrosoYrasa
haff_noun	hAPZa
hafir_noun	hAPira/jalASaya
hafod_noun	hEPoda
haida_noun	hexA
hail_noun	karakA/olA/karakApAwa/olApAwa
hailstone_noun	olA
hailstreak_noun	olA_reKA
hailstrom_noun	olAvarRaNa/karakApAwa/upalavqRti
hake_noun	heka
haku_noun	hAkU
haldenhang_noun	hAldenahEMga
half-caste_noun	varNa_saMkara
half-dome_noun	arXa_guMbaxa
half-life_noun	arXa_Ayu
halibut_noun	hElibata
hallanalys_noun	hAlanElija
halo_noun	praBAmaMdala
halocline_noun	hEloklAina
halosphaera_noun	hElosPZIrA
ham_noun	carAgAha/hEma
hamad_noun	hamAxa
hamitic_noun	hEmAitI/hEmitika
hamitoid_noun	aMkuSABa
hamlet_noun	pallI
hammock_noun	hEmaka/JUlA/xalArA
hana_noun	hAnA
handling_noun	haswana/prabaMXana
hangar_noun	hEMgAra/vimAnaSAlA
hanger_noun	hEMgara
haracter_noun	lakRaNa/guNa/svarUpa/varNa
harbour_noun	powASraya
hardebank_noun	hArdibEMka
hardening_noun	kaToraNa/xqDZIkaraNa
hardeveld_noun	hArdevelda
hardner_noun	kaToraka
hardpan_noun	hArdapEna/kaTora_aXaHswara
hardware_noun	yaMwra_sAmagrI/hArdaveyara
harmonic_noun	harAwmaka/prasaMvAxI/saMnAxI
harmonics_noun	prasaMvAxI_viSleRaNa/guNAvqwwi
harness_noun	prayukwa_karanA
harpacticus_noun	hArapEktikasa
harpoon_noun	hArapUna/mAwsyaBAlA
harpooner_noun	hArapUnAKetI
harpooning_noun	hArapUnana
harr_noun	hAra
harrah_noun	harrA
harratin_noun	harAwina
harrow_noun	hEro/patelA
harrowed_noun	hErokqwa
harsh_noun	rUkRa/karkaSa
hartebeest_noun	hArtIbIsta
harvest_noun	Pasala/Sasya/sasya/KadZI_Pasala
harvester_noun	sasya_karwiwra/hArvestara
harvesting_noun	mawsya-saMgrahaNa/maCalI_pakadZanA/sasya_karwana/saMlavana
hastigerina_noun	hEstIjerAinA
hatch_noun	bAMXa-xvAra
haufendorf_noun	hAPendArPa
haughland_noun	hoYgaBUmi
haul_noun	karRa/karRaNa
haulage_noun	DulAI/karRaNa/saMvahana
haunt_noun	baserA
hausa_noun	hOsA
haven_noun	hEvina/prAkqwika_pawana
hayday_noun	pUrNa_praBAva_kAla
hayes_noun	hEijZa
hayrack_noun	herEka
hazard_noun	saMkata
hazardous_noun	saMkatapUrNa
haze_noun	kuhedikA/XuMXa
hazel_noun	hEjila/piMGala_vqkRa
hazy_noun	XuMXalA
head_noun	muMdaka/SIrRa/sira/Sira/ekanawi_SIrRa/hEda
head-dune_noun	agra_tibbA
headboard_noun	hEdaborda
headcut_noun	KadZI_kAta
header_noun	praveSikA
heading_noun	SIrRaka/SIrRaNa/samAsaMXi/aBimuKa/muKa_xiSA
headland_noun	aMwarIpa
headman_noun	muKiyA
headquarter_noun	muKyAlaya/hedakvArtara
headward_noun	aBiSIrRa
headwater_noun	naxI_SIrRa
headwork_noun	jala_SIrRawaMwra
heaf_noun	hIPa
healer_noun	cikiwsaka
heat_noun	URmA/garmI
heater_noun	URmaka/wApaka/hItara
heath_noun	ajowa_BUmi/hIWa
heathendom_noun	hIWanadama
heather_noun	hexara
heating_noun	URmaNa/wApana
heavy_noun	BArI/BIRaNa
hectare_noun	hEkteyara
hectograph_noun	hektogrAPa
hectorite_noun	hEktorAita
hedge_noun	bAdZa
hedging_noun	bAdZa_ropaNa
hedonal_noun	hedonala
hegemony_noun	AXipawya
heide_noun	hAida
height_noun	UMcAI/uccawA/wuMgawA/UzcAI
heiligenschein_noun	hAIligenaSAina
helical_noun	kuMdalinI/kuMdaliwa
helio_noun	hIlio/sOra
heliocentric_noun	sOra_keMxrI/sUrya_keMxrI
heliograph_noun	hIliogrAPa/sOragrAPa
heliosphaera_noun	hIliosPIrA
heliostat_noun	sUryasWiraxarSI
heliotrope_noun	hIliyotropa
heliozincography_noun	hIlIojiMkogrAPI
helix_noun	kuMdalinI/heliksa
hellenes_noun	yUnAnI/grIka
hellenism_noun	grIkavAxa
hematite_noun	hemAtAita
hemera_noun	hemErA
hemicryptophyte_noun	arXa_gUDoxBix/gUDAMSoxBix
hemicycle_noun	arXacakra/arXavqwwa
hemicyclic_noun	arXacakrika
hemisphere_noun	golArXa/arXagolA
hemitic_noun	hemItika
hemlock_noun	hemloYka
henchman_noun	anucara
hendref_noun	hendrePa/SIwAvAsa
henequen_noun	henekvena
herbaceous_noun	SAkIya/akARTila
hercynian_noun	harsInI
herder_noun	paSucAraka
herding_noun	paSu_cAraNa
hereditary_noun	AnuvaMSika/pEwqka
heredity_noun	AnuvaMSikawA
herero_noun	herero
hermeneutics_noun	SAswrArWamImAMsA
hermit_noun	haramita
herring_noun	heriMga
heterodyne_noun	samakaraNa/hEterodAina
heterogeneous_noun	viRamAMga/viRamAMgI/viRamajAwIya/vijAwIya
heteropic_noun	hetaropika
heterosphere_noun	viRama_maMdala/hetarosPIyara
hexacoral_noun	RatpravAla
hexacoralid_noun	RatpravAlABa
hexadecimal_noun	Rodasa_AXArI
hexaform_noun	RatkoNI
hexagon_noun	RadBuja
hexagonal_noun	RatkoNIya/cawurakRa
hexametaphos-phate_noun	hEksAmetAPoYsPeta
hexogon_noun	RatBuja
hiatus_noun	prAMwarAla
hibernal_noun	SiSirI
hickory_noun	hikarI
hidatsa_noun	hIxawsA
hide_noun	KAla/Kalaya
hierarchy_noun	aXikrama/paxAnukrama
hieroglyphic_noun	ciwralipika
high_noun	uccaka_/prawicakravAwa/ucca
high-reef_noun	ucca_rIPa
higher-age-group_noun	uccawara_Ayu-varga
highland_noun	ucca_BUmi
highlander_noun	pahAdZI_nivAsI
highway_noun	mahAmArga
hilarity_noun	Amoxa-pramoxa
hill_noun	pahAdZI
hill-wash_noun	parvawaXovana
hillock_noun	girikA/upagiri
himalayas_noun	himAlaya
hinge_noun	kabjZA/hiMda
hinge-bar_noun	hinja_xaMda
hinterland_noun	paScaBUmi
histogram_noun	Ayawa_ciwra
historiography_noun	iwihAsa-leKa
histosol_noun	histosoYla/sujEvamqxA
hittite_noun	hitAita
hoafrost_noun	Xavala_wuRAra/pAlA
hoarfrost_noun	Xavala_wuRAra/pAlA
hobgoblin_noun	bewAla
hodograph_noun	vegAleKa/hodogrAPa
hoe-cultivation_noun	kuxAla-kqRi
hoe-culture_noun	kuxAla-kqRi
hoeing_noun	gudZAI/godZanA
hog_noun	SUkara/sUara
hogan_noun	hogana
hogback_noun	SUkara_pqRTasa_hoYgabeka
holarctic_noun	holArkatika
holdall_noun	holdAla
holding_noun	jowa/jowa-kRewra
hole_noun	vivara/Cixra/hola
holisopic_noun	holisoYpika
holistic_noun	sAkalyavAxI/samagrawAwmaka
hollow_noun	KoKalA
holm_noun	homa
holocene_noun	holosIna
holokarst_noun	holokArsta
homeothermic_noun	samawApI
homestead_noun	vAsaBUmi
homoclimate_noun	samajalavAyu
homoclime_noun	samarUpa_jalavAyu
homoclinal_noun	samanawika
homocline_noun	samanawika
homoeostat_noun	samasWiwikArI
homogeneity_noun	samAMgawA/ekarUpawA/samarUpawA
homogeneous_noun	samAMga/samAMgI/sajAwIya/samaGAwa
homologous_noun	sajAwa/samAMga/samajAwa
homophone_noun	samasvara
homoscedastic_noun	samavicAlI
homoscedasticity_noun	samavicAliwA
homosphere_noun	samamaMdala
hone_noun	SANaSma
honorific_noun	sammAnAwmaka
hoodoo_noun	hudU
hook_noun	aMkuSa/kAMtA/huka
hope_noun	hopa/GAtI
hopi_noun	hopI
horde_noun	JuMda
horizon_noun	kRiwija/saMswara-sWiwi
horizontal_noun	kREwija
horizontalilty_noun	kREwijawA
horn_noun	SrqMga/sIMga/_BoMpU
hornbeam_noun	hArnabIma
