#geography dictionary extracted from Bharatvani site by Prashant. Formatted by Roja (03-10-2019)
#Changes:: 1) Separated single word and multi words into separate dictionaries
#          2) English words are converted to lower case
#          3) Added category as 'noun' by default
#	   4) Removed information present in  ( ) Ex: Ababdeh abEbade (janajAwi)
		to	ababdeh_noun    abEbade
#################################################################################
ababdeh_noun	abEbade
rupture_noun	saMvixAra/saMvixAraNa/PatanA
rural_noun	grAmINa/grAmya
rurality_noun	grAmyawA
rurbanisation_noun	grAgarIkaraNa
rush_noun	jalabeMwa/nada/sarapawa
rut_noun	lIka
ruwala_noun	rUvAlA
s.o.s._noun	saMkata_saMxeSa
saaidam_noun	sAidEma
sabena_noun	sEbInA
sabotage_noun	aMwarXvasa
sabre_noun	asi
sadd_noun	sEda
saddle_noun	palyANa/kATI/sEdala
saddler_noun	jInasAja
sag_noun	Jola/Anamana
saga_noun	sAgA/AKyAna
sagebrush_noun	sejabraSa
sagenite_noun	sEgenAita
sagging_noun	Anamana
sagittal_noun	samamiwArXI
sagpond_noun	sEga-wAla
sahara_noun	sahArA
saharide_noun	sahArAida
sailing_noun	jalayAwrA
saithe_noun	seWa
sakae_noun	Saka_jAwi
sakai_noun	sAkAI
salesman_noun	vikrewA
salient_noun	pramuKa
salilnastone_noun	sElAinAstona
saliltral_noun	lavaNa-anUpa
salina_noun	lavaNakacCa
saline_noun	namakIna/lavaNIya/KArA
saliniferous_noun	lavaNaXArI
salinity_noun	lavaNawA/KArApana
salinometer_noun	lavaNawAmApI
salish_noun	sEliSa/sEliSa_BARA
salmon_noun	sAmana
salpausselka_noun	salpoYselkA
saltaion_noun	valgana/uwparivarwana
saltcat_noun	lavaNapiMda
salting_noun	lavaNana/saltiMga/lavaNaBUmi/lonABUmi
saltness_noun	lavaNawA
saltpan_noun	lavaNa_kyArI/lavaNa_besina
salvation_noun	mukwi
samoyed_noun	sEmoida
sample_noun	prawixarSa/namUnA
sampling_noun	prawicayana_prawixarSI
samsam_noun	sEmasEma
sand_noun	bAlU/rewa/sikawA/reNu
sandal_noun	caMxana
sandbergerite_noun	sEndabarjerAita
sandblast_noun	bAlU_vAwyA
sandhopper_noun	sikawAvalgI
sandrock_noun	bAlUkASma
sandstone_noun	bAlukASma/baluA_pawWara
sandstorm_noun	rewIlA_wUPZAna/rewIlI_AMXI
sandur_noun	himAnIXOwa_mExAna
sandveld_noun	sEndavelda/baluI_wqNa_BUmi
sanitization_noun	svacCIkaraNa
sanitizer_noun	svacCakArI
sanitorium_noun	ArogyanivAsa
sapphire_noun	nIlama
sapping_noun	aXaH_Kanana
saprogenous_noun	mqwajIvI/pUwijIvI
saprolite_noun	sEprolAita
sapropelite_noun	SEvAlI_koyalA
saprophage_noun	mqwaBakRI/pUwiBakRI
saprophagous_noun	mqwaBakRI
saprophyte_noun	mqwajIvI/pUwijIvI
saproplankton_noun	mqwaplavaka
saracen_noun	sErAsena
sarcophagous_noun	mAMsaBojI
sarcophagus_noun	SavapetikA/wAbUwa
sarn_noun	sArna
sarsaparilla_noun	cirAyawA
satellite_noun	upagraha/anuRaMgI/anugAmI/sEtelAita
saturate_noun	saMwqpwa_karanA
saturation_noun	saMwqpwi/saMwqpwikaraNa
saucer_noun	soYsara/uWalA_garwa/pyAlA_pleta/waSwarI/raMgapAwra
sauropod_noun	soYropoYda/cawuScara
savannah_noun	savAnA
sawah_noun	sEvAha
sawdust_noun	burAxA
sawmill_noun	ArA_maSIna
saza_noun	sEjA
scabland_noun	viRamaBUmi/skEbalEMda
scalar_noun	axiSa/skelara
scalariform_noun	sIDZInumA
scale_noun	mApanI/skela/pEmAnA/mApakrama/Salka/svaragrAma/paladZA
scallop_noun	skElapa/kaMgUrA
scalloped_noun	skElapiwa
scalp_noun	Sirovalka
scaly_noun	SalkI
scan_noun	kramavIkRaNa
scandinavian_noun	skEMdIneviyana
scanner_noun	kramavIkRaka
scanning_noun	kramavIkRaNa
scant_noun	alpa_virala
scanty_noun	awi_virala
scapular_noun	XArmika_skaMXavaswra
scarcity_noun	aBAva/nyUnawA/kamI
scaridae_noun	skEridI
scarp_noun	kagAra
scarp-ridge_noun	kagAra_kataka
scarpland_noun	kagAra_BUmi/skArpalEnda
scarplet_noun	kagArikA
scatter_noun	prakIrNa/prakIrNana
scattered_noun	prakIrNa/Cita-puta
scattering_noun	prakIrNana
scatterred_noun	prakIrNa
scene_noun	xqSya
schedule_noun	kAryakrama/anusUcI
schematic_noun	vyavasWiwa/yojanAvaw
scheme_noun	skIma/aXiyojanA/yojanA
schemochrome_noun	skImokroma
schist_noun	Sista
schistose_noun	SistABa/SistIya
schistosity_noun	SistABawA
schizodont_noun	viralaxaMwI
schlemmpe_noun	Slempe
schlerophyll_noun	SleroPAila
schneebrett_noun	SnIbreta
schneebretter_noun	SnIbretara
schollendome_noun	lAvAswUpa/Solenadoma
schooner_noun	skUnara/xvikpI_nAva
schratten_noun	SrEtena
scintillation_noun	prasPuraNa/timatimAhata
scintillometer_noun	prasPuramApI
scion_noun	rAjavaMSaja
sclerophyll_noun	xqDZaparNa
sclerophyllous_noun	xqDZaparNI
scleroscope_noun	katorawAxarSI
scoop_noun	uxgarwa
scorching_noun	pariwApana
scoria_noun	skoriyA/suRira_lAvA/ayaskara
scoriaceous_noun	skoriyAI/suRiralAvAvaw
scour_noun	aBimArjana/niGarRaNa
scourge_noun	mahAvipawwi
scramble/er_noun	asPutaka/skrEmbila
scrap_noun	ucCiRta/Kuracana
scrape_noun	KuracanA
scraper_noun	apaGarRaka/KuracanI
scraping_noun	wakRaNa/CIlana
scrapings_noun	KuracanA
scrapping_noun	wakRaNa/CIlana
scratch_noun	KaraKara_/KaroMca
scratching_noun	KaroMcanA
scrawl_noun	kuleKa
scree_noun	skrI/DAlamalavA
scree-breccia_noun	skrI_saMkoNASma
screen_noun	CannI/cAlanI/CannA_cAlana/CAnanA/AvaraNa/paraxA/skrIna
screening_noun	vivikwakara_nirIkRaNa/AvaraNa
screw_noun	peMca
screwclip_noun	peMcaxAra_klipa
screwdriver_noun	pecakasa
scriber_noun	skrAibara/leKana_yaMwra
scribing_noun	leKana
scroll_noun	skroYla
scrub_noun	gulma
scrubber_noun	mArjaka/skrabara
scrubbing_noun	GisanA
scrubland_noun	gulma_BUmi
scrutinized_noun	saMvIkRiwa
scud_noun	skada/calameGa
sculpture_noun	wakRaNa/mUrwikalA
sculptured_noun	wakRiwa
sculpturer_noun	mUrwikAra
scum_noun	malaPena
scutching_noun	waMwu_karRaNa/viXUlana/apawAdZana
scyllarus_noun	silerasa
sea_noun	sAgara/samuxra
sea-aster_noun	samuxrI_Estara
sea-blubber_noun	samuxrI_blabara
sea-carrier_noun	samuxrI_vAhaka
sea-fan_noun	samuxrI_vyajana
sea-farer_noun	samuxra_yAwrI
sea-fen_noun	samuxrI_paMka
sea-fret_noun	samuxrI_Preta
sea-lettuce_noun	samuxrI_kAhU
sea-marsh_noun	samuxrI_kacCa
sea-mat_noun	samuxrI_mEta
sea-mill_noun	samuxra_mila
sea-mist_noun	samuxrI_kuhAsA
sea-squirt_noun	samuxrI_skavarta
sea-star_noun	samuxrI_wArA
seal_noun	baMxa_karanA/mohara_lagAnA/muMha_baMxa_karanA_/sIla/samuxrI_sIla
seam_noun	sIvana/saMswara
seaman_noun	nAvika
seamanship_noun	nAvika_kalA
seaquake_noun	samuxrI_kampa
search_noun	Koja
seas_noun	samuxra
seaside_noun	samuxra_wata
season_noun	qwu/sarvekRaNa_sIjZana
seasonal_noun	mOsamI/qwuniRTa
seaward_noun	aBisamuxra
seaway_noun	samuxrI_mArga
secant_noun	Cexaka/Cexaka_reKA/sIkenta/vyuwkrama_kotijyA
second_noun	sekaMda_/xviwIya
secondary_noun	xviwIyaka/gONa
section_noun	anuBAga/KaNda/paricCexa/kAta/sekSana
sectioning_noun	paricCexana
sector_noun	avaKaMda/wrijyaKaMda/sektara
secular_noun	xIrGakAlika/ciraMwana
sedentary_noun	sWAnabaxXa/anUDZa
sedge_noun	prawqNa/seja
sediment_noun	avasAxa/walaCata
sedimentary_noun	walaCatI/avasAxI
sedimentation_noun	avasAxana
sedimentologist_noun	avasAxavijFAnI
sedimentology_noun	avasAxikI/avasAxa_vijFAna
seed_noun	bIja
seep_noun	laGu_srowa
seepage_noun	nisyaMxana/avasravaNa/nisyaMxa/avasrAva
seeps_noun	nisyaMxa_sWala
segment_noun	KaMda/sUcanAMSa
seiche_noun	seSa/sarawala_xolana
seif_noun	sIPZa
seism_noun	BUkaMpa
seismic_noun	BUkaMpI
seismicity_noun	BUkaMpanIyawA
seismogram_noun	BUkaMpa_aBileKa
seismograph_noun	BUkaMpa_leKI
seismography_noun	BUkaMpavijFAna
seismology_noun	BUkaMpa_vijFAna
seismometer_noun	BUkaMpamApI
seismometry_noun	BUkaMpamiwi
seistan_noun	sIstana
selected_noun	variwa
selenocentric_noun	caMxra_keMxrika
selenographhy_noun	cAMxrapqRTikI/caMxraBUgola
selenomorphology_noun	caMxra_AkqwivijFAna
self-adjusting_noun	svawaH_saMmajaka
self-differentiation_noun	svawaH_viBexana
self-government_noun	svAyawwa_SAsana
self-recording_noun	svawaH_aBileKI
self-resetting_noun	svawaH_punasWApana
self-sufficiency_noun	AwmanirBarawA
selion_noun	seliana/mAXyasWa_BUmi
seluka_noun	selUkA
semang_noun	sEmEMga
semaphore_noun	semAPora
semi-arid_noun	arXaSuRka
semi-bolson_noun	arXa-boYlsana
semi-classical_noun	arXaSreNya
semi-conical_noun	arXaSAMkava
semi-desert_noun	arXa_marUsWala
semi-diameter_noun	arXa-vyAsa
semi-diurnal_noun	arXa-xEnika
semi-migratory_noun	arXa-pravAsI
semi-range_noun	arXa_parisara
semi-revolution_noun	arXa-parikramaNa
semicrystalline_noun	aMSa_kristalI
semilogorithmic_noun	arXalaGugaNakIya
seminatural_noun	arXa_prAkqwika
semipelagic_noun	arXavelApavarwI
semisedentary_noun	arXasWAnabaxXa
send_noun	seMda/uxXAvana
senescence_noun	jIrNawA
senescent_noun	jIryamAna
senile_noun	jIrNa
senility_noun	jIrNawA
senke_noun	garwa
senken_noun	seMkana
sensetiser_noun	sugrAhikara
sensitised_noun	sugrAhIkqwa
sensitiser_noun	saMvexaka
sensitiveness_noun	sugrAhiwA/sUkRmagrAhiwA/saMvexanaSIlawA
sensitivity_noun	sUkRmagrAhiwA/sugrahiwA/saMvexanaSIlawA
sensitometer_noun	sugrAhiwAmApI
sensitometry_noun	sugrAhiwAmApI
sensor_noun	saMvexaka
sensory_noun	saMvexI
senung_noun	sekaMga
separation_noun	pqWakana/pqWakkaraNa/pArWakya
sept_noun	vaMSa
sepulchre_noun	samAXi
sequence_noun	anukrama/SreNI
sequent_noun	anuvarwI
sequential_noun	anukramika
serein_noun	serena/niraBra_sAMXyavqRti
serer_noun	serara
serf_noun	xAsa
serfdom_noun	xAsawA
sericulture_noun	reSama_kItapAlana
series_noun	SreNI/mAlA/sIrIja
serir_noun	serira
serpentine_noun	sarpentIna/sarpagawika/sarpila
serra-sierra_noun	serA
sertao_noun	saratAo
sesamum_noun	wila
sessile_noun	/sWAnabaxXa/sWAvara
set_noun	samuccaya/seta/pavana_xiSA/XArA_xiSA/_jama_jAnA/jamAnA
set-off_noun	prawiCApa
seter_noun	setara
setting_noun	aswamana/vyavasWApana/vinyAsana/vinyAsa/AxqDZana
settlement_noun	baswI
settler_noun	niHsAxaka/aXivAsI/upaniveSI
settling_noun	vyavasWApana/aswamana/vinyAsa/vinyAsana/AxqDZana
seudo-adiabatic_noun	Caxma_ediyAbetika/rUxXo_ABAsI
sewer_noun	sIvara/malanala
sewerage_noun	mala-vyavasWA
sexagesimal_noun	RARtika
sextant_noun	seksatEnta
sextant-box_noun	seksatEnta_boYksa
sextilide_noun	seksatIlida/RaRTAMSa
sferics_noun	sPeriksa
shachiang_noun	SEciyAMga
shack_noun	SEda
shad_noun	SEda
shadbolt_noun	SEdabolta
shade_noun	CAyA
shadow_noun	CAyA
shaft_noun	kUpaka/SEPZta
shale_noun	Sela
shalloop_noun	nOkA/doMgI
shallot_noun	SEloYta
shallow_noun	uWalI_BUmi/gAXa/agaBIra/CiCalA/uWalA
shamal_noun	SamAla
shaman_noun	SAmana
shamaness_noun	SAmanI
shamba_noun	SEmbA/uxyAna
shamble_noun	vaXaSAlA
shape_noun	Akqwi/AkAra
shapened_noun	wIkRNakqwa/wIkRNiwa
shard_noun	lAvA/TIkarA/TIkarI
share-tenant_noun	axrXArXa_kqRika
shark_noun	SArka/surA
sharp_noun	wIkRNa/wIvra
sharpness_noun	wIkRNawA
shaw_noun	SA/upavana
shear_noun	aparUpaNa/karwarI/karwana/karwanI
shearing_noun	Una_katAI/UrNa_karwana/aparUpaNa
sheave_noun	caraKI
sheep_noun	meRa/BedZa
sheep-walk_noun	BedZa_carAgAha/meRa_paWa
sheepback_noun	meRapITa_SEla
sheepman_noun	BedZapAla
sheepskin_noun	meRa_carma
shelf_noun	SelPa/upawata/KAnA
shell_noun	kavaca/koSa/CilakA/Kola
shelter_noun	AkRaya/ASrayasWAna/gqha
shelter-belt_noun	rakRaka_meKalA
shephred_noun	gadZariyA
sheriff_noun	SeriPZa
shield_noun	parirakRaka/DAla/SIlda/viSalka/varma
shielding_noun	kutI_/SIldiMga/parirakRaNa
shift_noun	sqwi/visWApana/sWAnAMwara
shimmer_noun	kaMpaxIpwi/JilamilAhata/Simara
shingle_noun	samuxrI_kaMkadZa/Sigila
ship-wright_noun	powa_nirmAwA
shipment_noun	nOpreRaNa/nOBAra
shipping_noun	powa_parivahana/nO_parivahana
shipworm_noun	nOkqmi/Sipavarma
shipyard_noun	powa_prAMgaNa
shire_noun	SAyara
shituvi_noun	SiwvI
shivering_noun	kaMpakapI
shoal_noun	swoma/Sola/mAXasWala
shock_noun	praGAwa/XakkA/JatakA
shore_noun	wata
shore-dune_noun	watIya_tibbA
shoreface_noun	watABimuKa
shoreland_noun	wataBUmi/wata_praxeSa
shott_noun	SoYta/lavaNa_JIla
shovel_noun	belacA/SoYvela
shower_noun	bOCAra/varRaNa
shrimp_noun	ciMgata/JIMgI/Srimpa
shrine_noun	cEwya
shrinkage_noun	sikudZana/saMkucana
shrub_noun	kRupa/JAdZI
shrubbery_noun	JAdZI/Juramuta
shunt_noun	pArSva/paWa/SaMta_pArSva_paWana/SaMtana
shush_noun	vipaMka
shuttle_noun	Satala
sial_noun	pAla/siela
sidereal_noun	upavqwwi
siding_noun	pArSvikA/sAidiMga
siege_noun	BrARtra_wala/GerA
sienna_noun	sienA
sierra_noun	sierA
sieve_noun	cAlanI/CannI
siezure_noun	aBigrahaNa
sighting_noun	niSAnA_lenA
signal_noun	saMkewa/siganala
signalling_noun	saMkewana
signs_noun	saMkewa/cihna
sike_noun	laGu_sariwA/laGu_nAla
sikussak_noun	sikUsEka
sil_noun	sila
silage_noun	sAileja
silane_noun	silena
siliceous_noun	silikAmaya
silicification_noun	silikIBavana/silikAyana
sililca_noun	silikA
sill_noun	sila
silt_noun	pAMSu/silta/gAxa
siltstone_noun	pAMSu_Sela
silvering_noun	rajawana
silviculture_noun	rajawa_himaxrava
sima_noun	simE
simplex_noun	ekamuKI
simplilbaculate_noun	ekala_bEkulApaMkwika
simulation_noun	anukAra
simulator_noun	anukArI
simultaneous_noun	samakRaNika
sinew_noun	snAyu
singularity_noun	viciwrawA/ekalawA
sinistral_noun	vAmAvarwa
sink_noun	aBigama/XaMsanA/nimajjana/vilaya_garwa/siMka/hOxI/kuMda_kRewra
sinking_noun	sravaNa/siMkana/aXaH_sAxana/avapravAha
sinter_noun	nisAxa/sintara/sintara_karanA
sinuosity_noun	waraMgilawA
sinuous_noun	laharaxAra_waraMgila
sinusoid_noun	jyAvakra/sAina_vakra/SirAnAlABa/sinusAida
sinusoidal_noun	jyAvakrIya
siouan_noun	sUana
siphon_noun	sAiPana_vinAla/nAla
sire_noun	prajanaka_sAMda
sirocco_noun	siroko/sirOko
sisal_noun	sIsala_reSA
site_noun	sWala/sWAna
site-modification_noun	sWala_parivarwana
sitometer_noun	sAitomItara
situation_noun	sWiwi
size_noun	AkAra
skar_noun	skAra
skare_noun	hima_parpatI
skargard_noun	skAragArda
skartrag_noun	skArtarEga/cApAkAra_xroNI
skauk_noun	skoYka/himavixara_kRewra
skavler_noun	skEvalara
skein_noun	lacCI/attI/cakapaMjI/skrIna_cakapaMjIpana
skeleton_noun	kaMkAla/asWipaMjara/paMjara/KAkA
skerry_noun	skerI
sketch_noun	reKAciwra/skeca
skew_noun	viRamawalIya/skyU
skewness_noun	vERamya/wiraCAva
skier_noun	skIyara
skiff_noun	skiPa/laGupowa
skip_noun	laMGana/skipa/bAltI
skjergard_noun	skaragArda
sky_noun	vyoma/AsamAnI
skyline_noun	kRiwija_reKA
skyscraper_noun	gaganacumbI_Bavana
slab_noun	patta
slack_noun	slEka/slEka_koyalA
slade_noun	sleda
slag_noun	kIta/XAwumala/slEga
slaggy_noun	XAwumalayukwa/XAwumalIya
slash_noun	slESa/xrUmAvaSeRa/kARTa_CIlana
slashing_noun	xrumAvaSeRa_sWala
slat_noun	pattI
slate_noun	sleta
slatestone_noun	sleta_praswara
slave-trade_noun	xAsa_vyApAra
sled_noun	sleda
sledge_noun	sleja
sleeper_noun	slIpara
sleet_noun	sahima_vqRti
sleigh_noun	sle/sleja
slick_noun	cikanA_pqRTa
slickenside_noun	SlakRNa_pArSva
slide_noun	slAida/_sKalana_honA/saMGarRa/sarakanA/sarpaNa
slip_noun	PisalanA/sarpaNa/visarpaNa/slipa_Gola
slip-plane_noun	sarpaNa_wala
slip-scratch_noun	sarpaNa_KaroMca
slippage_noun	visarpaNa/Pisalana
slipping_noun	PisalanA
slit_noun	slita/reKACixra/JirI
sloop_noun	jahAja/powa
sloot_noun	slUta/saMkIrNa_vAhikA
slope_noun	DalAna/DAla/pravaNawA
sloping_noun	DalavAM
sloth_noun	sloYWa
slough_noun	sloYU/paMkila_sWAna
sludge_noun	ApaMka
sluggish_noun	suswa/maMxa
sluice_noun	jalaxvAra/sluisa
sluicing_noun	method_kulyA-Kanana_viXi/sluisana
slum_noun	gaMxI_baswI/JuggI_JoMpadZI/JoMpadZapattI
slush_noun	vipaMka/karxama
sluther_noun	slUWara
smear_noun	Alepa/Alepana
smectite_noun	smektAita
smelt_noun	pragAla_/pragalana
smith_noun	SilpI/kArIgara
smog_noun	XuhAsA
smoke_noun	XUma/XuAz/XUmra
smoothing_noun	samakaraNa/masqNIkaraNa
smudge_noun	XabbA/kalaMka/SyAma_ciwwI
snag_noun	jalamagna_vqkRa/snEga
snap_noun	saMsI/saMxaMSikA
snood_noun	mawsyadorI
snout_noun	proWa
snow_noun	hima/wuhina/sno
snow-clad_noun	himAvariwa
snow-flora_noun	hima_vanaspawiwa_jAwa
snow-squall_noun	hima_caMdavAwa/alpakAlika/himaJaMJA
snowdrift_noun	himApoDZa/vAwoDahima
snowfall_noun	wuhina_pAwa/himapAwa
snowquake_noun	wuhina_kaMpa
socage_noun	jAgIraxArI_pattA
social_noun	sAmAjika
society_noun	samAja
sociograph_noun	samAjAleKa
sociology_noun	samAjavijFAna/samAjaSAswra
sociotype_noun	sAmAjika_prarUpa
socket_noun	soYketa/garwikA
sod_noun	sawqNa_cappA/sawqNa_BUKaMda
soffione_noun	vARpa_raMXra
soft_noun	mqxu/narma/komala
software_noun	sAPtaveyara/yaMwrewara_sAmagrI/mqxusAmagrI
soggy_noun	awisikwa
sohal_noun	aMwaH_BUswArI
soil_noun	mittI/mqxA/BUmi
sojourn_noun	alpAvAsa
sokeland_noun	sokalEMda
sola_noun	solA
solano_noun	solAno
solar_noun	sOra
solarigram_noun	sOra_AleKa
solarigraph_noun	vikiraNa_AleKa/solarIgrAPa
solarimeter_noun	sOra_vikiraNamApI/solarImItara
solder_noun	JAla_tAMkA/soldara_tAMkA_lagAnA/JAlanA/soldara_karanA
sole_noun	walI/sola/GarRaPalaka
solenoid_noun	parinAlikA
solenoidal_noun	parinAlikIya
solid_noun	Tosa/piMda/Gana
solidification_noun	jamanA/piMdana/jamAnA/piMdIkaraNa
solifluction_noun	mqxA_sarpaNa
solonchak_noun	solanacaka
solonetz_noun	soloneja
solstice_noun	ayanAMwa/saMkrAMwi
solubility_noun	vileyawA/vilayaSIlawA/GulanaSIlawA
solum_noun	solama/saMmqxA
solute_noun	vileya
solution_noun	Gola/vilayana//hala_/sAXana
solvent_noun	vilAyaka
somatological_noun	xeha-vijFAnI/kAyikIya
somberite_noun	somberAita
somma_noun	somA
somnambulist_noun	nixrAcArI
sonde_noun	sonda
sonic_noun	Xvanika
sonnenseit_noun	sUryABimuKI
sonora_noun	sonorA
sonorous_noun	XvAnika
soothsaying_noun	BaviRyavANI
sophisticated_noun	pariRkqwa
sorghum_noun	soraGama
soroche_noun	soroce/parvawa_roga
soryme_noun	samawuhina
sotch_noun	soYca
sough_noun	syUPa
soum_noun	sUma
sound_noun	Xvani/Sabxa/nAxa
sounding_noun	gaharAI_nApanA/gaBIrawA_mApana/parijFApana
source_noun	uxgama/srowa
south_noun	xakRiNa
south-east_noun	xakRiNa-pUrva
south-easter_noun	xakRiNa-pUrvI
south-west_noun	xakRiNa-paScima
southerly_noun	xakRiNI
southward_noun	xakRiNABimuKa/xakRiNa_kI_ora
sovereignty_noun	saMpraBuwA
sovkhoz_noun	sAvakAja/steta_PArma
sowback_noun	sobEka
soyot_noun	soYyowa
spa_noun	Kanija_srowa/spA
space_noun	isobar_aMwarAlI_samaxAba_reKA/AkASa/aMwarikRa/xiksWAna/avakASa/samaRti/annara
spaceship_noun	aMwarikRa_.yAna
spacing_noun	aMwaraNa/aMwarAla
spaghetti_noun	spEgatI/motI_sEvAI
spanner_noun	pAnA/spenara
spark_noun	cinagArI/sPuliMga
sparse_noun	virala
sparsely_noun	virale
spate_noun	bADZa
spatial_noun	AkASIya/sWAnika
spatiogaphy_noun	avakASa_vijFAna
spawn_noun	Ala/jalAMdaka_/aMdajanana
spearman_noun	kuMwaXArI
special_noun	viSeRa/viSiRta
specialisation_noun	viSiRtIkaraNa
specie_noun	sonA-cAMxI
specific_noun	ApekRika/viSiRta/viSeRa
specification_noun	vinirxeSa
specimen_noun	prawixarSa/namUnA
specre_noun	CAyA/spektara
spectrometer_noun	spektrama_mApI/spEktromItara
spectrophotometer_noun	spektramI_prakASamApI
spectrum_noun	spEktrama/mAnAvalI
speed_noun	cAla/gawi
speedometer_noun	cAlamApI
speleology_noun	guhAvijFAna
speleothem_noun	guhA_gONa_nikRepa
spell_noun	xOra/belA
sphagnol_noun	sPEgnola
sphere_noun	golA/golaka
spherical_noun	golAkAra/golIya
sphericity_noun	golakawva
spheroid_noun	golABa
spheroidal_noun	golABa
spicules_noun	kaNiSikAez/laGuspAika
spider_noun	lUwA/makadZI/spAidara
spikenard_noun	jatAmAMsI
spill_noun	aXiplAva/Calakana_/aXiplAvana
spill-hollow_noun	aXiplAvana_garwa
spilling_noun	aXiplAvana/Calakana
spillover_noun	aXiplAva/Calakana
spillway_noun	aXiplava_mArga
spin_noun	pracakraNa/spina
spiny_noun	kaMtIlA
spiral_noun	sarpila
spirit_noun	spirita
spitskop_noun	spitaskoYpa
splash_noun	AsPAlana
splashboard_noun	splASaborda
splatter_noun	ucCala
split_noun	vipAtiwa/viBakwa_vipAta/vipAtana
splitting_noun	viBAjaka/viBAjana
spodosol_noun	spoYdosoYla/BasmamqxA
spoil_noun	PAlawU_mittI
spoilage_noun	vikqwa_pawra
spoked_noun	arayuwa/ArA_sahiwa
sponge_noun	spaMja
spongy_noun	spaMjI
sponsored_noun	prAyojiwa
spool_noun	spUla/caraKI/rIla/valanI
spooling_noun	valana
sporadic_noun	kaxAcanika/yawrawAwrika
sport_noun	AKeta
spot_noun	biMxu/sWala/sWAna/ciwwI/XabbA/_pahacAnanA/DUzDanA
sprawl_noun	apaviswAra/avyavasWiwa_viswAra
spray_noun	PuhAra/SIkara
spray-gun_noun	SIkara-gana/spregana
spreading_noun	viswAraNa
sprigging_noun	wqNa_ropaNa/sprigana
spring_noun	spriMga/kamAnI/srowa/caSmA/JaranA/basaMwa
springweave_noun	spiraMgavIva
sprinkle_noun	burakanA/CidZakanA
sprinkler_noun	spriklara/sekwra
sprinkler-head_noun	sekwra_SIrRa
spruit_noun	laGu_naxI
spur_noun	loRTaka/spara/SuMdikA/xalaputa/parvawaskaMXa/kaMta/paxakaMta
spur-profile_noun	parvawa_skaMXa_paricCexikA/parvawa_skaMXa_proPAila
spurious_noun	miWyA/avAMCiwa
squall_noun	alpakAlika_JaMJA/caMdavAwa
squard_noun	skvEda
squardron_noun	saMgaTiwa_xala/anuxala
square_noun	varga/skveyara/cOka
squash_noun	apamarxana/skvASa
squatting_noun	upaveSana
squeegee_noun	skyUjI/niRpIdaka
squeezer_noun	niRkArRaNI/niRpIdaka
squilla_noun	skivalA
sravel_noun	srevila
stab_noun	veXana/veXa
stabilene_noun	stEbilena
stabililzation_noun	sWAyIkaraNa/sWirIkaraNa
stabiliser_noun	sWAyIkArI
stability_noun	sWAyiwva
stable_noun	sWAyI/sWira
stack_noun	stEka
stadia_noun	stediyA
stadt_noun	nagara/stAta
stadtchen_noun	kasbA/stAtacana
stadtrecht_noun	stAtaresta
stage_noun	avasWA/caraNa/paxa/samuxAya/steja
stage-coach_noun	bagGI
staggered_noun	sAnwariwa
stagnant_noun	baMXA_huA/rUxXa
stagnation_noun	pragawiroXa/pragawiSUnyawA
stainability_noun	aBiraMjakawA
staith_noun	stEWa
stake_noun	KUMtA
stalactite_noun	stElEktAita
stalactitic_noun	stElEktAitI
stalagmite_noun	stElEgmAita
stamp_noun	muxrA/muhara
stamping_noun	muxrAMkana
standard_noun	mAnaka/pramANiwa/Xvaja
standardisation_noun	mAnakIkaraNa
standardised_noun	mAnakIkqwa
stannary_noun	rAMge_kI_KAna/stanari
staphograph_noun	stEPogrAPa
staple_noun	waMwu/reSA/aMSuka/stepila_pramuKa
stapler_noun	waMwusIvaka/stEplara
star_noun	wArA/wAraka
state_noun	sWiwi/avasWA/rAjya
statehood_noun	rAjyapaxa/rAjyawva
statement_noun	vivaraNa/vakwavya/prakaWana
static_noun	sWira/sWEwika
statics_noun	sWEwikI
station_noun	prekRaNasWala/kenxra/steSana/cAMxA
stationary_noun	acara/apragAmI/swabXa/acala/sWAnabaxXa/sWAyI/sWira/sWAvara
statistic_noun	prawixarSaja
statistical_noun	sAMKyikIya
statistics_noun	sAMKyikI/Azkade
statoscope_noun	stEtoskopa/sUkRma_vAyuxAbamApI_/wuMgawAMwaramApI
status_noun	sWiwi
staublawine_noun	stoYblEbAina
steady_noun	aparivarwI/acara/sWira/sWAyI
steam_noun	BApa/pravARpa
steamship_noun	vARpa_jalayAna
steatite_noun	stIEtAita
steatopygy_noun	sWUlaniwaMbawA
steep_noun	sikwasAra_/sIXA_DAla/KadZA_DAla_/awipravaNa
steeple_noun	mInAra/SiKara
steepness_noun	awipravaNawA
steering_noun	saMcAlana
steilwand_noun	guruwva_DAla
stellar_noun	wArakIya
stencil_noun	steMsila
stenobaline_noun	wanulavaNI
stenothermic_noun	wanuwApI
stentorg_noun	stentArga
step_noun	paga/sopAna/caraNa/paxa
steppe_noun	stepa
steppenheide_noun	stepanahIda
steptoe_noun	stepto
sterecomparator_noun	wulanAGAnaxarSI_stIriyokampEretara
sterecomparograph_noun	stIriyokampErogrAPa
stereo-cartographer_noun	wrivima-mAnaciwrakAra
stereo-microscope_noun	wrivima_sUkRmaxarSI
stereo-photography_noun	wrivima_PZotogrAPZI
stereogram_noun	wrivimaciwra/wrivima_AreKa
stereomat_noun	stIriyometa
stereometry_noun	wrivimamiwi
stereomter_noun	stIriomItara
stereophotogrammetry_noun	stIriyoPZotogrAmamiwi
