#TODO ::	Hindi meaning spellings need to be checked
#Giving category as 'UNKNOWN' for the words whose category is not known
#######################################################################
#Eng-wrd_Category	IIT-Bombay/Shabdanjali meaning
########################################################################
A_noun	e
tester_noun	saMparIkRiwra/parIkRaka
testicle_noun	anda_granWi
testicular_adjective	anda_granWi_kA
testify_verb	viSvAsa_prakata_karanA/sixXa_karanA/pramANa_praswuwa_karanA
testily_adverb	cidZacidZA_kara
testimonial_noun	praSaMsA-pawra/gavAhI
testimony_noun	pramANa/gavAhI
testiness_noun	wunakamijZAjI/cidZacidZApana
testing_adjective	kaRtakara
testing_noun	parIkRaNa/parIkRA/jAzca
testosterone_noun	testasterana
testy_adjective	cidZacidZA
tetanus_noun	XanuswaMBa/titenasa/sawawapeSIsaMkucana
tetartanopia_noun	titArtanopiyA
tetchiness_noun	wunakamijZAjI/cidZacidZApana
tetchy_adjective	cidZacidZA
tete-a-tete_adjective	ekAMwika
tete-a-tete_adverb	akeke_meM
tete-a-tete_noun	ekAMwika_vArwA/CotA_soPZA
tether_noun	rassI
tether_verb	rassI_se_bAzXanA
tethered_adjective	rassI_se_baMXA_huA
tetra_noun	tetrA
tetracycline_noun	tetrAsAiklina
text_noun	viRaya_vaswu/pATya_puswaka/pATya_BAga/bAIbIla_kA_viRaya_vAkya/avawaraNa
textbook_adjective	pATyapuswakIya
textbook_noun	pATya_puswaka
textile_adjective	kapadZA_saMbaMXI
textile_noun	kapadZA-uxyoga/kapadZA
textural_adjective	saMracanA_saMbaMXI
texture_noun	saMracanA/prakqwi/bunAvata
textured_adjective	bunAvataxAra
thalidomide_noun	WElidomAida
than_adverb	kaba
than_conjunction	kI_apekRA
than_preposition	se
thank_noun	XanyavAxa/SUkriyA/SukriyA/ABAra
thank_verb	XanyavAxa_xenA/XanyavAxa_karanA/SukriyA_mAnanA/SukriyA_karanA/kqwajFawA_parakata_karanA_karanA/ABAra_praxarSiwa_karanA/ABAra_mAnanA
thankful_adjective	kqwajFa/ABArI
thankfully_adverb	kqwajFawA_ke_sAWa
thankfulness_noun	kqwajFawA
thankless_adjective	vyarWa/anupAxeya
thanklessness_noun	kqwaGnawA
thanks_noun	XanyavAxa
thanks_preposition	ke_kAraNa
thanksgiving_noun	XanyavAxajFApana
that_adjective	vaha/usa
that_adverb	waka/iwanA/isa_haxa_waka
that_conjunction	ki/jo_ki
that_pronoun	yaha/vahI/vaha/jo/jinak/ji
thatch_noun	GAsa-PUsa_kA_Cappara/GAsa-PUsa/Gane_bAla
thatch_verb	GAsa-PUsa_dAlanA
thatched_adjective	CapparaxAra
thatcher_noun	GAsa-PUsa_se_Cappara_banAne_vAlA
thatching_noun	CapparabaMxI/CAjana
thaumaturge_noun	oJA
thaumaturgist_noun	oJA
thaw_noun	himaxravaNa/garamAhata
thaw_verb	sAmAnya_honA/piGalAnA/piGalanA/garamAhata_AnA/DIlA_padZanA/barPZa_piGalanA
the_adjective	vahI
the-Almighty_noun	BagavAna
the-East-End_noun	pUrvI_laMxana{jahAz_majaxUroM_ke_kAraKAne_hEM}
the-First-World-War_noun	praWama_mahAyuxXa
the-Holy-city_noun	paviwra_mAnA_gayA_nagara
the-Iron-Age_noun	lOhayuga
the-Iron-Curtain_noun	lOhAvaraNa
the-absurd_noun	mUrKawA
the-favourite_noun	sarvapriya
the-few_pronoun	kuCa
the-first-person_noun	ApabIwI
the-flesh_noun	SarIra
the-high-life_noun	raIsI_jIvana
the-uninitiated_noun	jiname_axIkRiwA_ho
the-vitals_noun	SarIra_ke_muKya_avayava[hraxaya_Ora_maswiRka]
theater_noun	yuxXa_kRewra/Wiyetara/sinemA_hala/Salya-kakRa/nAtyaSAlA/nAtyakalA/nAtaka
theater-in-the-round_noun	cAroM_waraPZa_se_xiKAI_xenevAlA_nAtaka
theatergoer_noun	nAtaka_kA_SOkIna
theatre_noun	yuxXa_kRewra/Wiyetara/sinemAGara/SalyakriyA-kakRa/nAtyaSAlA/nAtyakalA/nAtaka
theatregoer_noun	nAtaka_kA_SOkIna
theatrical_adjective	nAtyaSAlA_kA/nAtakIya/nAtaka-saMbaMXI
theatrically_adverb	nAtakIya_DaMga_se/nAtakAxi_kI_xqRti_se
theatricals_noun	praxarSana
theca_noun	puta/koSa
theft_noun	corI
their_adjective	apanA
their_pronoun	unakA/unak
theirs_noun	unakI_AvaSyakawA
theirs_pronoun	unloMgo_kA
theism_noun	ISvaravAxa/AswikavAxa
theist_adjective	AswikavAxI
theist_noun	ISvaravAxI/Aswika
theistic_adjective	AswikavAxI
theistical_adjective	AswikavAxI
them_pronoun	unheM/unako/unake/unak
thematic_adjective	viRayaka/saMgIwa-viRaya_saMbaMXI
thematically_adverb	viRaya-vaswu_kI_xqRti_se
theme_noun	Xuna/viRaya-vaswu/viRaya_vaswu/mUla_viRaya/lAkRaNika_Xuna
theme-based_adjective	viRaya-vaswu_AXAriwa
themselves_pronoun	Kuxa
then_adjective	usa_samaya_kA
then_adverb	waba_Pira/waba/Pira_se/Pira_kaBI/kaba/isa_ke_awariwa/bAxa_meM
then_conjunction	isaliye/awaH
thence_adverb	waxanaMwara/vahAz_se/usa_kAraNa_se
thenceforth_adverb	waba_se
thenceforward_adverb	waba_se
theodolite_noun	WiyodolAita/sarvekRaNa_upakaraNa
theologian_noun	XarmaSAswrI
theological_adjective	XarmawawvaviRayaka
theologically_adverb	XarmaSAswrIya_DaMga_se/XarmaSAswra_kI_xqRti_se
theologiser_noun	XarmaSAswrI
theologist_noun	XarmaSAswrI
theologizer_noun	XarmaSAswrI
theology_noun	XarmaSAswra/ISvara-mImAMsA
theorem_noun	sixXAMwa/prameya
theoretical_adjective	sExXAMwika/anumAniwa
theoretically_adverb	waWyoM_ke_AXAra_para/sExXAMwika_rUpa_se
theoretician_noun	sixXAMwakAra
theorise_verb	anumAna_lagAnA
theoriser_noun	sixXAMwakAra
theorist_noun	sixXAMwakAra
theorize_verb	anumAna_lagAnA
theorizer_noun	sixXAMwakAra
theory_noun	sixXAnwa/parikalpanA/mawa
theosophical_adjective	aXyAwmavixyAviRayaka
theosophy_noun	WiyosoPZI/brahmavixyA/aXyAwmavixyA
therapeutic_adjective	upacArAwmaka/SAMwixAyaka
therapeutical_adjective	upacArAwmaka
therapeutically_adverb	upacArAwmaka_uxxeSya_se
therapeutics_noun	cikiwsASAswra
therapist_noun	cikiwsaka
therapy_noun	rogopacAra/manaScikiwsA
there_adverb	vahAz/usa_sWAna_para
thereabout_adverb	usI_ke_Asa-pAsa
thereabouts_adverb	usI_ke_Asa-pAsa
thereafter_adverb	waba_se/usa_ke_bAxa
thereby_adverb	usake_kAraNa/PalasvarUpa
therefore_adverb	isa_waraha_se/isalie/awaH
therefrom_adverb	vahAz_se/usase
therein_adverb	usameM
thereon_adverb	usa_para
thereto_adverb	usase
thereupon_adverb	usa_para/usake_bAxa
therewith_adverb	usake_bAxa
therm_noun	Warma
thermal_adjective	URmIya/garama_pAnI_kA/garama
thermal_noun	URma_vAyupravAha/garama_aMwaHvaswra
thermic_adjective	URmIya
thermodynamic_adjective	URmAgawika
thermodynamical_adjective	URmAgawika
thermodynamics_noun	URmAgawikI
thermometer_noun	WarmAmItara
thermonuclear_adjective	wApa-nABikIya
thermoregulator_noun	wApasWApI
thermostat_noun	wApasWApI
thermostat_verb	wApa_niyawa_karanA
thermostatic_adjective	wApasWEwika
thermostatically_adverb	wApasWEwika_DaMga_se/wApasWApI_xvArA
thesaurus_noun	paryAya_SabxakoSa
these_adjective	ye/ina
these_pronoun	yaha/inheM
thesis_noun	SoXa-prabaMXa/aBiXAraNA
thespian_adjective	nAtya_saMbaMXI
they_pronoun	ve_loga/vee/ve
thiamin_noun	Waimina
thiamine_noun	Waimina
thick_adjective	XuzXalA/Tosa/najZaxikI/mUrKa/motA/jAdZA/GaniRTa/GanA/gaharA/gahanI/gahana/gADA/cOdZA/BArI/bahuwa_aXika/bahusaMKayaka
thick_adverb	motApana_se/motapana_se/lagAwAra/Ganepana_se
thick_noun	sWUlawA/motApana
thick-skinned_adjective	motI_camadZI_vAlA/mote_Cilake_vAlA/mAnApamAna_se_pare_rahane_vAlA
thick-skulled_adjective	bevakUPZa
thicken_verb	gADZA_karanA/gADZA_honA
thickener_noun	gADZA_karane_vAlA_paxArWa
thickening_adjective	pecIxA_howA/gaharAwA
thickening_noun	sWUlana/pragADZana/gADZA_karane_vAlA_paxArWa
thicket_noun	Juramuta/jaMgala
thickheaded_adjective	bevakUPZI_BarA/bevakUPZa
thickly_adverb	saGanawApUrvaka/lagAwAra/gADZI_parawa_ke_sAWa/BarrAI_huI_AvAjZa_meM
thickness_noun	parawa/motAI/gADZApana/BarrAyApana
thickset_adjective	satA_huA/gaTIlA
thief_noun	cora
thieve_verb	corI_karanA
thievery_noun	corI
thieving_adjective	corI_karane_vAlA
thieving_noun	corI
thievish_adjective	corI_karane_vAlA
thigh_noun	rAna/jAMGa
thigh-slapper_noun	jZabarxaswa_majZAka
thimble_noun	WodZI-sI_mAwrA/aMguSwAnA
thimbleful_noun	WodZI-sI_mAwrA
thin_adjective	pawalA/mahIna/kama/halkA/CiwarA/CaraharA
thin_adverb	bArikI_se
thin_verb	CaztanA
thin-skinned_adjective	awisaMvexanaSIla
thine_determiner	wumhArA
thine_pronoun	wumhArA
thing_noun	vyakwi/vicAra/vaswu/sampawwi/samasyA/paxArWa/parisWiwi/nijI_sampawi/mAmalA/kArya/kAraNa/kapadZA/kAma/jIva/jamIna-jAyaxAxa/guNa/GqNA/GatanA/cIja/bAwa
thingamabob_noun	kyA_nAma_hE_usakA
things_noun	vastra/sAmAna/kAma
thingumabob_noun	kyA_nAma_hE_usakA
thingumajig_noun	kyA_nAma_hE_usakA
thingummy_noun	kyA_nAma_hE_usakA
thingy_noun	kyA_nAma_hE_usakA
think_noun	vicAra/soca-vicAra
think_verb	yAxa_karanA/waya_karanA/vIcAranA/vIcAra_karanA/vicAra_karanA/socanA/samaJanA/irAxA_karanA
think-tank_noun	prabuxXa-maMdala
thinkable_adjective	kalpanIya
thinker_noun	vicAraka/socane_vAlA
thinking_adjective	vicAraSIla
thinking_noun	vicAraNA/soca
thinly_adverb	viralawA_se/uwsAhahIna_DaMga_se/pawalI_parawa_meM/pawale_tukadZoM_meM/halkA_sA
thinned_adjective	pawalA_kiyA_huA
thinner_noun	pawalA_karane_vAlA_paxArWa
thinness_noun	xubalApana/viralawA/pawalApana/mahInawA
third_adjective	wqwIya/wIsarA
third_adverb	wIsare_besa_para/wIsarA
third_noun	wqwIya_svara/wIsarA_giara/wIsarA_besa/wIsarA/wihAI
third-class_adjective	GatiyA
third-rate_adjective	GatiyA
thirdly_adverb	wIsarA
thirst_noun	wIvra_icCA/pyAsa
thirst_verb	pyAsa_laganA/pyAsa_honA
thirster_noun	warasane_vAlA/pyAsA
thirstily_adverb	pyAse_DaMga_se/AwurawApUrvaka
thirstiness_noun	sUKA/pyAsa
thirsty_adjective	vyAkula/uwsuka/suKA/pyAsA/jarUrawI
thirteen_adjective	weraha
thirteen_noun	weraha
thirteenth_adjective	werahavAz
thirteenth_noun	werahavAz_BAga/werahavAz
thirties_noun	wIsa_kA_xaSaka
thirtieth_adjective	wIsavAz
thirtieth_noun	wIsavAz_BAga/wIsavAz
thirty_adjective	wIsa
thirty_noun	wIsa
thirty-eight_adjective	adZawIsa
thirty-eight_noun	adZawIsa
thirty-five_adjective	pEMwIsa
thirty-five_noun	pEMwIsa
thirty-four_adjective	cOMwIsa
thirty-four_noun	cOMwIsa
thirty-nine_adjective	unawAlIsa
thirty-nine_noun	unawAlIsa
thirty-one_adjective	ikawIsa
thirty-one_noun	ikawIsa
thirty-seven_adjective	sEMwIsa
thirty-seven_noun	sEMwIsa
thirty-six_adjective	CawwIsa
thirty-six_noun	CawwIsa
thirty-three_adjective	weMwIsa
thirty-three_noun	weMwIsa
thirty-two_adjective	bawwIsa
thirty-two_noun	bawwIsa
this_adjective	yaha/isa
this_adverb	isese
thistle_noun	Wisala
thistledown_noun	WisalabIja_roma
thither_adverb	uXara/usa_ora
thorax_noun	XadZ/CAwI
thorn_noun	kAztexAra_pedZa/kAztexAra_JAdZI/kAztA
thornless_adjective	binA_kAztoM_kA
thorny_adjective	pecIxA/kaztIlA
thorough_adjective	waPZasIlI/saMpUrNa/pUrNa/pUrA
thoroughbred_adjective	acCI_nasla_kA
thoroughbred_noun	kulIna/acCI_nasla_kA_paSu/acCI_nasla_kA_GodZA
thoroughfare_noun	sArvajanika_mArga/Ama_rAswA
thoroughgoing_adjective	pakkA/kattara
thoroughly_adverb	pUrNa_rUpa_se/acCI_waraha_se
thoroughness_noun	saMpUrNawA
those_adjective	ve/jo/ina
those_pronoun	ve
thou_noun	eka_hajZAra
though_adverb	hAlAzki
though_conjunction	magara/Bale_hI
thought_noun	WodZA_sA/vicAraXArA/vicAra-Sakwi/vicAra/soca-vicAra/rAya/manana/kuCa-kuCa/irAxA/cinwana
thought-provoking_adjective	vicAra_karane_para_majabUra_kara_xene_vAlA
thoughtful_adjective	vicArapUrNa/vicAramagna/sAvaXAna/paravAha_karane_vAlA
thoughtfully_adverb	vicAramagna_DaMga_se/sahqxayawApUrvaka
thoughtfulness_noun	sAvaXAnI/sahqxayawA/paravAha/ciMwana
thoughtless_adjective	vicAraSUnya/belihAjZa
thoughtlessly_adverb	vicArahInawaH/binA_vicAre/binA_soce/beXyAnI_se/belihAjZI_se/anasoce
thoughtlessness_noun	lAparavAhI/belihAjZI
thousand_adjective	hajAra
thousand_noun	eka_hajZAra
thousand-fold_adverb	hajZAra_gunA
thousands_adjective	hajZAroM
thousandth_adjective	hajZAravAz
thousandth_noun	hajZAravAz_BAga/hajZAravAz
thrash_noun	WrESa/nAca-gAne_kI_pArtI
thrash_verb	WrESa_karanA/slEma_nqwya_karanA/pItanA/gAhanA/CatapatAnA/burI_waraha_se_harAnA
thrashing_noun	pitAI/BArI_hAra
thread_noun	XAgA/wAra/vastra/peca/krama/kapadZA/kadZI/cUdZI
thread_verb	rAswA_nikAlanA/rAswA_banAnA/pironA/pAttiyAz_nikAlanAanA/nikAlanA/meM_wAgA_CodZanA/mAga_nikAlanA/ladZI_banAnA/GumAvaxAra_mArga_se_ho_kara_Age_baDZanA/gujaranA/dAlanA
threadbare_adjective	wAra-wAra/GisA-pitA
thready_adjective	lasalasA
threat_noun	XamakI/dara/Baya/AwaMka
threaten_verb	XamakI_xenA/sUcanA_xenA/KawarA_meM_honA/Gatiwa_honA/darAnA
threatening_adjective	XamakI_BarA/ASaMkApraxa
threateningly_adverb	XamakAne_ke_aMxAjZa_meM
three_adjective	wIna
three_noun	wIna/wikkI
three-d_adjective	wrivima
three-decker_noun	wiparawA_sEMdavica
three-dimensional_adjective	wrivima
three-fold_adjective	wigunA
three-fold_adverb	wigunA
three-piece_adjective	WrI-pIsa
three-ply_adjective	wIna_parawoM_vAlA/weharA
three-quarter_adjective	wIna_cOWAI
three-way_adjective	wripaWa/wrikoNIya
three-wheel_adjective	wipahiyA
three-wheeled_adjective	wipahiyA
three-wheeler_noun	wipahiyA_vAhana/wipahiyA
threefold_adjective	wIna_gunA/wigunA
threefold_adverb	wIna_gun/wigun
threepence_noun	wIna_peMsa_kI_rakama
threepenny_adjective	sAXAraNa/saswA
threesome_noun	wikadZI
threnody_noun	Soka-gIwa
thresh_verb	JiMjodZanA/gAhanA/CatapatAnA/burI_waraha_se_pItanA
threshing_noun	gahAI
threshold_noun	xahalIjZa/sImA_reKA
thrice_adverb	wIna_bAra
thrift_noun	WriPZta/miwavyayiwA/kiPZAyawa
thriftlessness_noun	PZijZUlaKarcI
thrifty_adjective	miwavyayI/kiPZAyawI
thrill_noun	waraMga/siharana/romAMcaka/romAMca
thrill_verb	uwwejiwa_karanA/KuSI_honA
thrilled_adjective	bahuwa_KuSa
thriller_noun	sanasanIKejZa_sinemA/sanasanIKejZa_nAtaka/sanasanIKejZa_kiwAba
thrilling_adjective	siharA_xene_vAlA/romAMcaka
thrillingly_adverb	romAMcakArI_DaMga_se
thrive_verb	panapanA/PalanA-PUlanA
thriving_adjective	bahuwa_PalawA-PUlawA/baDZawA
throat_noun	SvAsanalikA/SAzsa_ki_nalI/sazkarA_paWa/paxagrahaNa/mArga/kaMTa/gale_ki_AvAja/galA
throatily_adverb	BarrAI_AvAjZa_ke_sAWa
throaty_adjective	BarrAyA/BArI
throb_noun	Xamaka/Xaka-Xaka_karane_vAlA_xarxa
throb_verb	Xaka-Xaka_karanA/XadZakanA/spaMxana_karanA/kAzpanA
throbbing_adjective	spaMxanaSIla
throbbing_noun	Xamaka/PataPatAhata
throes_noun	wIvra_vexanA
thrombocyte_noun	biMbANu
thrombosis_noun	GanAsrawA
throne_noun	siMhAsana/SAsaka-paxa
throng_noun	BIdZa
throng_verb	BIdZa_lagAnA
throttle_noun	wvariwra/uparoXaka
throttle_verb	sAMsa_rokanA/galA_GoMta_xenA
through_adjective	SurU_se_aMwa_waka/sIXA/pUrNa/lagAwAra/KulA/eka_se_xUsare_waka
through_adverb	xvArA/SurU_se_AkIra_waka/se/pUrI_waraha_se/baxOlawa/acCI_waraha_se
through_preposition	meM/ke_xvArA/ke_mAXyama_se/ke_jZarie
throughout_adverb	Suru_se_aMwa_waka/pUrNawayA/pUre/Bara_meM
throughout_preposition	meM
throughway_noun	xruwamArga
throw_noun	mOkA
throw_verb	xenA/xe_mAranA/xeKanA/uwAranA/sOpanA/PeMkanA/pataka_xenA/para_nirBara_karanA/pahananA/paCAdZanA/nikAlanA/modZanA/meM_masarUPa_kara_lenA/meM_lagA_xenA/lagAnA/KolanA/ki_ora_wejI_se_BAganA/JukAnA/hAranA/GumAnA/girAnA/gale_padZanA/gaDanA/dAlanA/CodZanA/calAnA/cAla_calanA/asaPala_hokara_punaH_pICe_lOtanA
throw-back_noun	Avarwana
throw-in_noun	aMwaHkRepaNa
throwaway_adjective	PeMkA_huA/lAparavAhI_se_kahA_gayA/iswemAla_ke_bAxa_PeMkA_jAne_vAlA
throwaway_noun	sadZakoM_para_GUmane_vAlA_pariwyakwa_ladZakA/pracAra-parcI
throwback_adjective	pUrvajAnurUpa
throwback_noun	pUrvajAnurUpa/punarAvarwana/Avarwana
thrower_noun	PeMkane_vAlA/kumhAra/batAI_karane_vAlA
thrown-away_adjective	PeMkA_huA
throwster_noun	batAI_karane_vAlA
thru_adjective	sIXA
thrum_verb	JaMkAranA
thrush_noun	yoni_saMkramaNa/sArikA/pracaliwa_gIwa_gAne_vAlI_gAyikA/CAlA
thrust_noun	muKya_viRaya/katAkRa/jZora/haWiyAra_kI_noka_se_vAra/AkramaNa
thrust_verb	Xakela_kara_rAha_nikAlanA/jora_dAlanA/gale_maDa_xiyAnA/gale_maDa_xenA
thruster_noun	prakRepaka/apanI_ora_XyAna_AkarRiwa_karAne_vAlA
thruway_noun	xruwamArga
thud_noun	XamAkA
thud_verb	XamaXamAnA/XamAke_kI_AvAjZa_ke_sAWa_jAnA/XamAke_kI_AvAjZa_karanA
thug_noun	Taga
thuggery_noun	TagI
thuggish_adjective	Taga_ke_samAna
thumb_noun	azgUTA
thumb_verb	xeKanA/xabAnA/TeMgA_xiKAnAnA/TeMgA_xiKAnA/palatanA/Gisa_dAlanA
thumbnail_adjective	saMkRepa_meM_liKiwa
thumbnail_noun	azgUTe_kA_nAKUna
thumbscrew_noun	azgUTe_kA_SikaMjA
thumbtack_noun	drAiMga_pina/CotI_kIla
thump_noun	XamAkA
thump_verb	XamAke_kI_AvAjZa_karanA/WapaWapAnA/jZora_se_XadZakanA
thumping_adjective	BArI
thumping_noun	XamAkA
thunder_noun	WaMdara/niMxA/jZora_kA_Sora/garjanA/garjana/garaja/bijalI
thunder_verb	niMxA_karanA/jZora_se_XamAkAnA/jZora_kI_AvAja_karanA/jZora_jZora_se_bolanA/joZra_se_SOra_karanA/joZra_se_AvAja_karawe_hue_jAnA/garajanA/dAtanA/behasa_karanA/apriya_AlocanA_karanA/AlocanA_karanA
thunderbolt_noun	vixyuw/gAja/bijalI
thunderclap_noun	meGa_garjana/gAja/bijalI_kI_kadZaka
thundercloud_noun	wUPZAnI_bAxala
thundering_adjective	kAnaPodZU
thunderous_adjective	kAnaPodZU
thunderstorm_noun	wadZiw_JaMJA/meGa_garjana_Ora_bijalI_vAlA_wUPZAna
thunderstruck_adjective	BOMcakkA
thus_adverb	isa_prakAra/isa_lie
thwack_verb	WappadZa_mAranA
thwart_noun	AdZA_waKwA
thwart_verb	vyarWa_kara_xenA
thwarter_noun	viroXI
thwartwise_adjective	AdZA
thyme_noun	ajavAyana
thyroid_noun	WAirAida/avatu
ti_noun	tI
tiara_noun	mukuta
tibia_noun	prajaMGikAsWi/piMdalI_kI_haddI
tic_noun	peSI-saMkucana/KiMcAva
tic-tac-toe_noun	tika_tEka_to
tichodrome_noun	tAikodromaa
tick_noun	uXAra/tik-tik/sahI_kA_niSAna/kilanI/halkA_gaxxA/cIcadZI
tick_verb	tika-tika_karanA/silanA/sahI_kA_niSAna_lagAnA
tick-tack-toe_noun	tika_tEka_to
tick-tock_noun	tik-tik
ticker_noun	xila/CotI_GadZI
ticker-tape_noun	tikara_tepa
ticket_noun	tikata/sUcI/pawra/lebala
ticket_verb	tikata_lagAnA/mUlya_sUcI_lagAnA/lebala_lagAnA/juramAnA_lagAnA
ticking_noun	XArI_vAlA_motA_kapadZ
tickle_noun	guxaguxI/cunacunI
tickle_verb	jagAnA/halke_se_CUnA/guxaguxI_karanA/guxaguxAnA/cunacunI_karanA
tickler_noun	nota/jatila_praSna
tickling_adjective	guxaguxAne_kA
tickling_noun	guxaguxI
ticklish_adjective	pecIxA/nAjZuka/KZarASaxAra/jatila/guxaguxI_ke_liye_saMvexanaSIla
ticktacktoe_noun	tika_tEka_to
ticktacktoo_noun	tika_tEka_tU
tidal_adjective	jvAra-BAte_kA
tidbit_noun	CotA-motA_nivAlA/catapatI_Kabara
tiddler_noun	baccA
tiddley_adjective	naSe_meM_Xuwwa
tiddly_adjective	naSe_meM_Xuwwa/jZarA_sA
tiddlywinks_noun	tidalIviMksa
tide_noun	samaya/lahara/jvAra-BAtA/bahAva
tide_verb	sahAyawA_karanA
tiderip_noun	aSAMwa_jala-kRewra
tidily_adverb	sAPZa-suWare_DaMga_se
tidiness_noun	sAPZa-suWarApana
tidings_noun	samAcAra/Kabara
tidy_adjective	ucIwa/svacCa/suvyavasWiwa/sAZPa-suWare/sAZPa-SuWarA/sAPZa-suWarA/sAPZa/paryApwa/mAnya/badZA
tidy_noun	pAwra
tidy_verb	TIka-TAka_karanA/svacCa_raKanA/suvyavasWiwa_karanA/sAZPa-suWarA_raKanA/sAZPa_raKanA/sAPZa-suWarA_raKanA/sAPZa_karanA/sAPa-suWara_raKanA/sajAnA
tie_noun	XannI/XAgA/vakra_reKA/tAI/saMbaMXa/rass/prawiyogiwA/mEca/lakadZI_kA_ballA/drA/dorI/ballI
tie_verb	suroM_ko_milAnA/sImA_meM_rahanA/PiwA_lagAnA/milAnA/latakAnA/jodZanA/jakadZa_lenA/gAzTa_lagAnA/bAzXanA/bazXanA/barAra_karanA/barAbarI_aMko_para_samApwa_karanA/barAbar_aMko_para_samApwa_karanA/barAbara_aMko_para_samApwa_karanA
tie-dye_verb	baMXeja_kI_raMgAI_karanA
tie-in_adjective	sambaxXa
tie-in_noun	saMbaxXa_uwpAxa
tie-on_adjective	cipakA_huA
tie-pin_noun	tAIpina
tie-up_adjective	sambaxXa
tie-up_noun	gawiroXa
tiebreak_noun	tAI_breka/nirNAyaka_kAla
tiebreaker_noun	vijewA_niSciwa_karane_ke_liye_awirikwa_praSna/tAI_brekara/nirNAyaka_kAla
tied_adjective	sahabaxXa/bazXA_huA
tier_noun	SreNI/parawa/bAzXane_vAlA/baMxa
tierce_noun	wihAI
tiered_adjective	wahaxAra/parawaxAra
tiff_noun	kahA-sunI/JagadZA
tig_noun	CuA-CuOvala
tiger_noun	catorA/baxamASa/bAGa_kA_baccA/bAGa
tight_adjective	waMga/Tosa/TasA_huA/tAita/saMkuciwa/saMkociwa/pragADa/maxahoSa/maMxA/majZabUwa/mahazgA/kaTina/kasa_kara_BarA_huA/kasA_huA/kaMjUsa/kama/kadZI/kadZA/GanA/cuswa/bUrA
tight_adverb	kasakara
tight-fisted_adjective	kaMjUsa
tight-knit_adjective	saMgaTiwa
tight-laced_adjective	awinERTika
tight-lipped_adjective	nArAjZagI_BarA/hoMTa_BIMce_hue/bAwa_karane_ke_liye_anicCuka
tighten_verb	wananA/sImiwa_karanA/kasanA/kadZA_karanA
tightfistedness_noun	kqpaNawA
tightlipped_adjective	rahasyAwmaka
tightly_adverb	TasATasa/kasa_kara
tightly-knit_adjective	saMgaTiwa
tightness_noun	wanAva/waMgI/saGanawA/kaMjUsI
tightrope_noun	wanI_rassI
tights_noun	tAitsa/mote_kapadZe_kI_tAitsa
tigress_noun	SeranI
tike_noun	baccA
tile_noun	tAila/KaparEla/cOkora_gotI
tile_verb	tAila_lagAnA/tAila_karanA
tiled_adjective	tAila_se_AcCAxiwa
till_noun	xarAja
till_preposition	waka
till_verb	jowanA
tillage_noun	Kewa/juwAI
tiller_noun	pawavAra/kisAna/Kewihara/juwAI-upakaraNa/cappU/aMwarBUswarI
tilt_noun	jukAva/AlocanA
tilt_verb	JukAnA/JukanA/dagamagAnA
tilth_noun	Kewa
timber_noun	vana/svara_viSeRawA/SahawIra/latTA/imArawI_lakadZI_vAlA_vqkRa/imArawI_lakadZI/bIma
timbered_adjective	vqkRAcCAxiwa/vqkRabahula/lakadZI_kA_banA
timberland_noun	vana
timberline_noun	vqkRavikAsa-reKA
timbre_noun	svara_viSeRawA
time_adjective	samaya
time_noun	yuga/wiWi/wAla/vakwa/samayaa/samaya/parisWiwi/laya/kAla/gawi/EwihAsika_kAla/bAra/avaXi/aMwakAla
time_verb	samaya_xeKanA/samaya_niSiciwa_karanA/samaya_niSciwa_karanA/niSiciwa_karanA/niSiciwa_kara_lenA/nApanA/hisAba_lagAnA
time-consuming_adjective	bahuwa_aXika_samaya_lene_vAlA/aXika_samaya_KAne_vAlA
time-honored_adjective	paraMparA_kI_mAnyawA_raKane_vAlA/paraMparAgawa/cirasammAniwa
time-honoured_adjective	paraMparA_kI_mAnyawA_raKane_vAlA/paraMparAgawa/cirasammAniwa
time-hounoured_adjective	cira_sammAniwa
time-lag_noun	aMwarAla
time-limit_noun	samaya_sImA
time-scale_noun	samaya-mApakrama
time-server_noun	avasaravAxI
time-servering_adjective	avasAravAxI
time-serving_adjective	avasaravAxI
time-share_noun	samaya-sAJexArI_vyavasWA
time-span_noun	avaXi
time-switch_noun	tAima_svica
time-worn_adjective	jIrNa-SIrNa/GisA-pitA
time-zone_noun	tAima_jZona/samaya-kRewra
timeframe_noun	samaya-sImA
timekeeper_noun	samayapAla/GadZI
timeless_adjective	SASvawa/kAlAwIwa/asAmayika
timelessly_adverb	SASvawa_rUpa_se/asAmayika_DaMga_se
timelessness_noun	SASvawawA
timeliness_noun	samayociwawA/sAmayikawA
timely_adjective	samayociwa/sAmayika
timely_adverb	samaya_para/sahI_samaya_para
timepiece_noun	GadZI
timer_noun	tAimaraa/samayapAla/samaya-niyAmaka/GadZI
times_adjective	gunA
times_noun	samaya/parisWiwi/bAra
timeserving_adjective	samayAnuvarwI
timetable_noun	tAimatebala/samayasAriNI
timetable_verb	samayasAriNI_ke_anusAra_yojanA_karanA
timetabling_noun	samayasAriNI_ke_anusAra_prabaMXana
timid_adjective	saMkocaSIla/GabarAne_vAlA/darapoka/aviSvaswa
timid_noun	bujZaxila
timidity_noun	GabarAhata/dara
timidly_adverb	saMkocapUrvaka/darawe-darawe
timidness_noun	GabarAhata
timing_noun	wAla/samaya-nirXAraNa/samaya/kAlasamaMjana
