#TODO ::	Hindi meaning spellings need to be checked
#Giving category as 'UNKNOWN' for the words whose category is not known
#######################################################################
#Eng-wrd_Category	IIT-Bombay/Shabdanjali meaning
########################################################################
A_noun	e
take-away_adjective	le_jAne_ke_liye_wEyAra
take-away_noun	wEyAra_Bojana_milane_kA_sWAna/Sramika_saMGa_xvArA_waya_riyAyawa/CInanA/banA-banAyA_Bojana
take-off_noun	udZAna/prAraMBika_caDZAI/nakala
take-out_noun	BojanAlaya/Bojana
take-over_noun	aXInIkaraNa
takeoff_noun	vixrUpikA
takeout_adjective	le_jAne_ke_liye_wEyAra
takeover_noun	aXInIkaraNa
taker_noun	xAzva_lagAne_vAlA/xAnakarwA/svIkAra_karane_vAlA/lene_vAlA
taking_adjective	luBAvanA/AkarRaka
taking_noun	AsAnI_se_milanA
takings_noun	prApwi/munAPZA/Aya
talc_noun	tElka/prasAXana_kA_sugaMXiwa_pAudara
tale_noun	kahAnI/JUTa
talebearer_noun	cugalaKora
talent_noun	prawiBAvAna_vyakwi/prawiBA/kAmowwejaka_DaMga_se_AkarRaka_loga
talented_adjective	prawiBAvAna
talentless_adjective	prawiBAhIna
taleteller_noun	cugalaKora
talisman_noun	wAvIjZa/jaMwara
talk_noun	vAxa/vArwA/ukwi/sammelana/carcA/bolI/beTaka/bAwacIwa/bAwa/BASaNa/aPavAha
talk_verb	vicAra_vimarSa_karanA/vArwAlapa_karanA/svikAra_karanA/paramarSa_karanA/kahanA/kabUla_karanA/gapaSapa_karanA/bolanA/bAweM_karanA/bAwa_karanA/bAwacIwa_karanA/aPavAha_udZAnA
talker_noun	vakwA
talkie_noun	bolawA_sinemA/amUka_calaciwra
tall_adjective	UzcA/SabxAdMarapUrNa/praBAvaSAlI/mahazgA/lambA/badZA/awyaXika/aviSvasanIya
tallboy_noun	kapadZoM_kI_badZI_almArI
tally_noun	hisAba
tally_verb	mela_KAnA
talon_noun	paMjA/caMgula
taluk_noun	wAlukA/wAllukA
taluka_noun	wAlukA/wAllukA
taluq_noun	wAlukZA/wAllukA
talus_noun	SEla-malabA
tamaraind_noun	imalI_kA_vqkRa
tamarind_noun	imalI
tamarindo_noun	imalI_kA_vqkRa/imalI
tambourine_noun	daPZalI
tame_adjective	xabbU/PIkA/pAlawU/nIrasa/GarelU
tame_verb	vaSa_meM_karanA/upayogI_banAnA/pAlawU_banAnA/narama_banAnA/anukUla_banAnA
tamed_adjective	upayogI
tamely_adverb	xabbUpana_ke_sAWa
tameness_noun	PIkApana/pAlawUpana
tampon_noun	tEmpana/ruI_kA_PAhA
tan_adjective	pIlA-BUrA
tan_noun	XUpa_se_wapana/sparSareKIya_anupAwa/pIlA-BUrA_raMga
tan_verb	XUpa_se_Julasa_jAnA/carma-SoXana_karanA
tandem_adverb	eka_ke_pICe_eka
tandem_noun	xo_sItoM_Ora_xo_jodZI_pEdala_vAlI_sAikala/eka_ke_pICe_eka_kI_kramabaxXawA
tandoor_noun	waMxUra
tandoori_adjective	waMxUrI
tang_noun	xAzwexAra_samuxrI_SEvAla/wIKI_gaMXa/wIKA_svAxa/cattAnI_SEvAla/caraparApana
tangent_noun	sparSareKIya_anupAwa/sparSareKA
tangential_adjective	UparI_wOra_se_prAsaMgika/sparSareKIya
tangentially_adverb	UparI_wOra_se
tangerine_noun	saMware_kA_pedZa/saMwarA
tangible_adjective	mUrwa/iMxriyagocara/CUne_se_jAna_padZane_vAlA
tangibly_adverb	suniSciwa_rUpa_se
tanginess_noun	caraparApana
tangle_noun	ulaJAva/ulaJana/JadZapa
tangle_verb	ulaJA_xenA/ulaJa_jAnA
tangled_adjective	ulaJA_huA/pecIxA/jatila
tango_noun	tEMgo
tango_verb	tEMgo_nqwya_karanA
tangy_adjective	wIKA
tank_noun	ugra_kExiyoM_kI_kAla-koTarI/tEMkara/tEMka/taMkI
tank_verb	taMkI_meM_saMsAXiwa_karanA/taMkI_meM_BaranA
tankard_noun	bIyara_kA_kapa
tankful_noun	taMkI
tanlespoonfull_adverb	badZA_cammaca_Bara
tanned_adjective	XUpa_se_wapwa/SoXiwa_carma_kA
tanner_noun	tEnara/carmaSoXaka
tannery_noun	carmaSoXanAlaya/camadZA_banAne_kA_kAraKAnA
tannic_adjective	tEnika
tannin_noun	tEnina
tantalisation_noun	lalacAnA
tantalise_verb	warasAnA
tantalising_adjective	lalacAne_vAlA/cAha_jagAne_vAlA
tantalisingly_adverb	lalacAne_vAle_aMxAjZa_meM
tantalization_noun	lalacAnA
tantalize_verb	warasAnA
tantalizing_adjective	lalacAne_vAlA/cAha_jagAne_vAlA
tantalizingly_adverb	lalacAne_vAle_aMxAjZa_meM
tantamount_adjective	barAbara
tantrum_noun	cidZacidZepana_kA_xOrA
tap_noun	toMtI/tEpa
tap_verb	WirakAnA/WapaWapAnA/tepa_karanA/TakaTakAnA/rasa_nikAlanA/nikAlanA/KataKatAhata_sunanA/halkA_XakkA_xenA/bAhara_nikalanA
tapdance_verb	tEpa_dAMsa_karanA
tape_noun	wAra_saMvAxaa/vijaya_swamBa_kA_PIwA/tepaa/tepa/PIwA/pattI/kEseta
tape_verb	tepa_karanA/lagAnA/bAzXanA
taper_noun	pawalI_momabawwI/laMbA_pawalA_tukadZA/bawwI
taper_verb	XIre-XIre_kama_ho_jAnA/waMga_karanA/waMga_honA
tapestried_adjective	tEpestrI_se_susajjiwa
tapestry_noun	tEpestrIxAra_xIvAra-ciwra/tEpestrI/ciwra_yavanikA
tapeworm_noun	PZIwA_kqmi
tapioca_noun	tEpiyokA
tapir_noun	tEpira
taproot_noun	mUsalA_jadZa/jadZa
tar_noun	wArakola/tAra/dAmara
tar_verb	wArakola_lagAnA
taradiddle_noun	JUTa/bakavAsa
tarantula_noun	viRElI_makadZI/tEraMtulA
tardily_adverb	AhiswA
tardy_adjective	suswa/maMxa
tare_noun	moTa_GAsa
target_noun	pAtra/niyawa_wiWi/niSAnA/kRewra
target_verb	lakRya_banAnA/lakRaya_sAXanA
tariff_noun	xaNda-viXA/Sulka_sUcI/sImA-Sulka
tariff_verb	sImA-Sulka_lagAnA
tarmac_noun	pakkI_sadZaka
tarmac_verb	wArakolI_rodZI_DalanA
tarmacadam_noun	wArakolI_rodZI/pakkI_sadZaka
tarnish_noun	malinawA
tarnish_verb	malina_karanA/malina_honA/kalaMkiwa_karanA
tarot_noun	tEro
tarp_noun	wirapAla
tarpaulin_noun	wirapAla
tarradiddle_noun	JUTa/bakavAsa
tarragon_noun	terAgana
tarry_adjective	kolawArI/dAmaraxAra
tarry_verb	xera_lagAnA/rukA_rahanA
tart_adjective	wIKA/katu/KattA
tart_noun	xuRcariwra_swrI/veSyA/tArta
tartan_noun	UnI_cAraKAnexAra_kapadZA/cAraKAnexAra_kapadZA
tartar_noun	xAzwoM_kA_mEla/tArtara/kroXI_vyakwi/cidZacidZI_swrI
tartlet_noun	CotA_tArta
tartly_adverb	wIKepana_se/katuwApUrvaka
tartness_noun	rUKApana/katuwA/KattApana/kadZavAhata
task_noun	niyawa_kAma/kAma
task_verb	kAma_xenA/haxa_pAra_karanA/BAra_sOMpanA
taskmaster_noun	kasa_kara_kAma_karAne_vAlA
tassel_noun	PuMxanA/latakana
tasseled_adjective	PuMxanexAra/latakanaxAra
tasselled_adjective	PuMxanexAra/latakanaxAra
taste_noun	svAxenxriya/svAxa/ruci/pasanxa/majA/anuBava
taste_verb	svAxa_lenA/svAxa_AnA/pInA/caKanA/anuBava_karanA
taste-tester_noun	caKane_vAlA
tasteful_adjective	surucisaMpanna
tastefully_adverb	surucisaMpanna_DaMga_se
tastefulness_noun	surucipUrNa_SAlInawA
tasteless_adjective	svAxahIna/surucihIna/GatiyA/besvAxa
tastelessly_adverb	surucihIna_DaMga_se
tastelessness_noun	svAxahInawA/surucihInawA
taster_noun	namUnA/caKane_vAlA
tasting_noun	AsvAxana/alpa_mAwrA
tasty_adjective	svAxiRta/majZexAra
tat_noun	surucihInawA/GatiyA_sAmAna
tat_verb	gUzWa_kara_JAlara_banAnA
tater_noun	saPZexa_AlU
tatter_noun	cIWadZA
tatterdemalion_adjective	tUtA-PUtA/jIrNa-SIrNa/cIWadZA_pahanA
tatterdemalion_noun	PatehAla_AxamI
tattered_adjective	PatA-purAnA/jIrNa-SIrNa
tattle_noun	Bexa_KolanA
tattle_verb	cugalI_karanA
tattler_noun	cugalaKora
tattletale_noun	cugalaKora
tattoo_noun	guxanA_guxAI/guxanA
tattoo_verb	goxanA
tatty_adjective	PatehAla/PatA_purAnA/BadZakIlA
taunt_noun	wiraskAra/wAnA/avamAnanA
taunt_verb	wAnA_mAranA/ciDZAnA
taunting_adjective	majZAka_udZAwA_huA
taunting_noun	avamAnanA
tauntingly_adverb	majZAka_udZAne_ke_DaMga_se/ciDZAne_ke_aMxAjZa_meM
taut_adjective	wanAvayukwa/wanA_huA/kasA_huA/cuswa
tauten_verb	kasanA/kasa_jAnA
tautly_adverb	kasa_kara
tautness_noun	wanAva/KiMcAva/kasAva
tautologic_adjective	punarukwAwmaka
tautological_adjective	punarukwAwmaka
tautologous_adjective	punarukwAwmaka
tautology_noun	sawyawAsUcaka_vAkya/punarukwi
tavern_noun	sarAya/SarAbaKAnA
taw_noun	kaMcA
tawdriness_noun	BadZakIlApana
tawdry_adjective	saswA/GatiyA/BadZakIlA
tawny_adjective	pIlApana_liye_BUrA/kapila
tax_noun	xAma/tEksa/Sulka/lagAnaa/kara
tax_verb	xabAva_dalanA/Sulka_lagAnA/kara_lagAnA/aXika_jora_dalanA
tax-deductible_adjective	kara-nigamanAwmaka
tax-exempt_adjective	karamukwa
tax-exempt_noun	karamukwa_qNapawra
tax-free_adjective	karamukwa
tax-payer_noun	karaxAwA
taxability_noun	karaxeyawA
taxable_adjective	karaxeya
taxation_noun	karaxeya_rASi/karAropaNa
taxi_noun	tEksI/motarakAra
taxi_verb	XIme_calanA/tEksI_se_AnAnA/tEksI_meM_jAnA
taxidermist_noun	carma_prasAXaka
taxidermy_noun	carma_prasAXana
taxing_adjective	BAra_dAlane_vAlA
taxman_noun	kara_samAharwA
taxonomer_noun	vargIkaraNa-vijFAnI
taxonomic_adjective	vargIkaraNAwmaka
taxonomical_adjective	vargIkaraNAwmaka
taxonomist_noun	vargIkaraNa-vijFAnI
taxonomy_noun	vargIkaraNa_vijFAna/vargIkaraNa-paxXawi
taxpayer_noun	karaxAwA
tbsp_noun	badZA_cammac
te_noun	te
tea_noun	nASwA/cAya_pawwi/cAyapAna/cAya_kI_xAvawa/cAya_kA_pOXA/cAya
tea-service_noun	cAya_kA_seta
teacake_noun	cAya_ke_sAWa_KAyA_jAne_vAlA_keka
teacart_noun	cAya-nASwe_kI_pahiyexAra_mejZa
teach_verb	SikRiwa_karanA/SikRA_praxAna_karanA/siKAnA/paDZAnA/paDnA
teach-in_noun	vivAxiwa_muxxoM_para_bahasa_kA_satraa
teachable_adjective	siKAne_yogya/pATanIya
teacher_noun	SikRaka
teacherless_adjective	nigurA/aguru
teaching_noun	SikRA/aXyApana
teacup_noun	cAya_kA_pyAlA/cAya_kA_kapa
teacupful_noun	cAya_kA_kapa
teahouse_noun	cAya_kI_xukAna
teak_noun	sAgOna
teal_adjective	nIla-hariwa_raMga_kA
teal_noun	nIla-hariwa_raMga/CotI_bawwaKa
team_noun	xala/varga/tolI/tIma/samUha/jodZI
team_verb	utAnA/jowanA/jodZI_banAnA
teammate_noun	xalasaKA
teamster_noun	traka_drAivara/jowavAna
teamwork_noun	sahayoga-BAvanA_se_kiyA_gayA_kArya
teapot_noun	cAya_kI_kewalI
tear_noun	cIrA/AzsU
tear_verb	wejI_se_BAganA/SAMwi_BaMga_karanA/PatanA/PAdZanA/KIMca_lenA/karanA/gadDA_karanA/apane_Apa_ko_xUra_raKanA/apanA_mana_mArakara_xUra_rahanA
tearaway_adjective	uwAvalIpUrNa
tearaway_noun	lAparavAha
teardrop_noun	AzsU_ke_AkAra_kI_vaswu/AzsU
tearful_adjective	SokapUrNa/rowA_huA/AzsuoM_se_BarA/aSrupUrNa
tearfully_adverb	rowe-rowe/AzKoM_meM_AzsU_Bara_kara
tearfulness_noun	aSrupUrNawA
teargas_noun	aSru_gEsa
tearing_adjective	pracaNda
tearjerker_noun	awyaXika_BAvukawApUrNa_sinemA/awyaXika_BAvukawApUrNa_kahAnI
tearoom_noun	cAya_kI_xukAna
teary_adjective	aSrupUrNa_AzKoM_vAlA
teary-eyed_adjective	aSrupUrNa_AzKoM_vAlA
tease_noun	SarArawI/SarArawa/pareSAna_karane_vAlA/majZAka/iSkabAjZa/CedZaKAnI/apane_sOMxarya_se_puruRoM_ko_mohiwa_karane_vAlI
tease_verb	XunanA/waMga_karanA/ultA_bAla_PeranA/roeM_nikAlanA/reSA-reSA_alaga_karanA/pareSAna_karanA/cIranA/ciDZAnA/CedZanA
teasel_noun	goKarU
teaser_noun	Xunane_kA_upakaraNa/XunakiyA/xilacaspa_SuruAwa/uwsukawA_jagAne_vAlA_vijFApana/pareSAna_karane_vAlA/maMca_kI_AdZa/kaTina_samasyA/CedZaKAnI_karane_vAlA
teashop_noun	cAya_kI_xukAna
teasing_noun	CedZaKAnI
teasingly_adverb	uwwejiwa_karawe_hue/uwsukawA_jagAwe_hue/ciDZAne_ke_aMxAjZa_meM
teasle_noun	goKarU
teaspoon_noun	cAya_kA_cammaca
teaspoonful_adverb	cAya_cammaca_Bara
teaspoonful_noun	cAya_kA_cammaca
teat_noun	swanAgra/nipala/cUcuka
teatime_noun	cAya_kA_samaya
teazel_noun	goKarU
teazle_noun	goKarU
tech_noun	wakanIkI_mahAvixyAlaya
technical_adjective	wakanIkI/prAviXika/pAriBARika/kAnUnI
technicality_noun	prAviXikawA/bArIkI
technically_adverb	wakanIkI_rupa_se/wakanIka_kI_xqRti_se/kAnUnI_xqRti_se
technician_noun	wakanIkajFa/SilpI/miswrI
technique_noun	wakanIka/nipuNawA
technocracy_noun	uxyogawaMwra/praviXijFa_waMwra
technocrat_noun	uxyogawaMwravAxI/praviXijFa_waMwravAxI
technocratic_adjective	uxyogawaMwra_saMbaMXI/praviXijFa_waMwra_saMbaMXI
technological_adjective	wakanIkI/Silpa_vijFAnIya
technologically_adverb	wakanIkI_xqRti_se/wakanIka_ke_MaXyama_se
technologist_noun	SilpavijFAnI
technology_adjective	wakanIkI
technology_noun	wakanIkI/wakanIka/SilpavijFAna/prOxyogikI
techy_adjective	cidZacidZA
teddy_noun	KilOnA_BAl
tedious_adjective	ubAU/SabxAdaMbarapUrNa
tediously_adverb	ukawAhata_ke_sAWa
tediousness_noun	ubAUpana/nIrasawA
tedium_noun	ubAUpana/nIrasawA
tee_noun	tI
tee_verb	tI_se_jodZanA/tI_para_raKanA
teem_verb	jZora_se_barasanA/BarA_honA
teeming_adjective	BarA
teemingness_noun	pracurawA/bahulawA
teen_adjective	weraha_se_unnIsa_varRa_kI_Ayu_kA
teen_noun	weraha_se_unnIsa_varRa_kI_Ayu_kA_vyakwi
teenage_adjective	weraha_se_unnIsa_varRa_kI_Ayu_kA
teenaged_adjective	weraha_se_unnIsa_varRa_kI_Ayu_kA
teenager_noun	weraha_se_unnIsa_varRa_kI_Ayu_kA_vyakwi
teens_noun	weraha_se_unnIsa_waka_kI_Ayu
teensy_adjective	bahuwa_CotA
teensy-weensy_adjective	bahuwa_CotA
teentsy_adjective	bahuwa_CotA
teeny_adjective	weraha_se_unnIsa_varRa_kI_Ayu_ke_logoM_se_saMbaMXiwa/bahuwa_CotA
teeny-bopper_noun	alhadZa_kiSorI
teeny-weeny_adjective	bahuwa_CotA
teepee_noun	SaMkvAkAra_waMbU
teeshirt_noun	tI_Sarta
teeter_verb	ladZaKadZAnA/dagamagAnA
teeter-totter_noun	JUmA-JUmI
teeter-totter_verb	JUmA-JUmI_KelanA
teethe_verb	xAzwa_nikalanA
teething_noun	xaMwuraNa
teetotal_adjective	maxyawyAgI
teetotal_verb	maxya_wyAga_karanA
teetotaler_noun	pUrNawayA_maxyawyAgI
teetotaling_noun	maxyawyAga
teetotalism_noun	maxyawyAga
teetotalist_noun	pUrNawayA_maxyawyAgI
teetotaller_noun	pUrNawayA_maxyawyAgI
teetotum_noun	lattU
tehsil_noun	wahasIla/upamaMdala/anumaNdala
telecast_noun	xUraxarSana_para_prasAraNa
telecast_verb	xUraxarSana_para_prasAraNa_karanA
telecommunication_noun	xUrasaMcAra
telecommunications_noun	xUrasaMcAra
telecommuting_noun	Gara_se_kAma_karanA
telecoms_noun	xUrasaMcAra
telecottage_noun	tElIkateja
telegram_noun	wAra
telegraph_noun	wAra_yantra/wArayantra
telegraph_verb	wAra_xanA/wAra_karanA
telegraphic_adjective	wAra_xvArA_preRiwa/wAra_ke_samAna
telegraphically_adverb	wAra_ke_samAna_kama_SabxoM_meM
telegraphy_noun	wArasaMcAra/wArapreRaNa
telemessage_noun	wAra
telemetric_adjective	xUramApIya
telepathic_adjective	xUrasaMvexanIya
telepathically_adverb	xUrasaMvexana_se/pAreMxriya_jFAna_se
telepathy_noun	xUrasaMvexana/pAreMxriya_jFAna
telephone_noun	xUraBARa/telIPona
telephone_verb	xUraBARa_karanA/telIPona_karanA/telIPona_karake_bawAnA/Pona_karanA/Pona_karake_bawAnA
telephonebook_noun	telIPZona_nirxeSikA
telephonic_adjective	telIPZona_kA
telephonist_noun	telIPZona_pracAlaka/telIPZona_oYparetara
telephony_noun	xUraBAra-saMcAra
teleprinter_noun	telIpriMtara
teleprompter_noun	xUra_anuboXaka
telescope_noun	xUrabIna/telIskopa
telescope_verb	GatAnA/ek_xusare_meM_GusanA
telescopic_adjective	xUrabInI/telIskopI/sUkRmaxarSI/aMwaHsarpI
telescopically_adverb	telIskopa_ke_samAna
telesis_noun	niyojiwa_sAmAjika_vikAsa
teletext_noun	telIteksta
telethon_noun	xIrGAvaXi_prasAraNa/telIWana
teletypewriter_noun	xUramuxraka
televise_verb	xUraxarSana_para_prasAriwa_karanA
television_adjective	telIvijZana
television_noun	xUraxarSana/telIvijZana
teleworking_noun	Gara_se_kAma_karanA
telex_noun	teleksa_maSIna/teleksa
telex_verb	teleks_karanA
tell_verb	vyakwa_karanA/viruxXa_jAnA/sunAnA/sucanA_xenA/samajanA/praBAva_dAlanA/paDAnA/nirxeSa_xenA/kahanA/GoRiwa_karanA/bolanA/bawAnA/asara_dalanA/anuBava_bawAnA/anuBava_bawanA
teller_noun	mawagaNaka/kahAnI_kahane_vAlA/gaNaka/bolane_vAlA
telling_adjective	xamaxAra/spaRta/praBAvaSAlI/jZoraxAra/Bexa_Kolane_vAlA
telling_noun	Bexa_KolanA
telling-off_noun	dAzta-PatakAra
tellingly_adverb	spaRta_rUpa_se/praBAvaSAlI_DaMga_se
telltale_adjective	spaRta_saMkewa_xene_vAlA/Bexa_Kolane_vAlA
telltale_noun	cugalaKora
tellurian_adjective	sWalaja
tellurian_noun	pqWvIvAsI
telluric_adjective	sWalaja
telly_noun	tI_vI_kAryakrama/tI_vI
temblor_noun	BUkaMpa/BUcAla
temerity_noun	guswAKZI
temp_noun	wApamAna/asWAyI_karmacArI
temp_verb	asWAyI_rUpa_se_kAma_karanA
temp._noun	wApamAn
temper_noun	prakqwi/mijZAja/mijAja/manoxaSA/manovqwi/kadZA/gussA/boJa
temper_verb	wEyAra_karanA/pAnI_caDAnA/lacakIlA_banAnA/bajAnA
temperament_noun	svaBAva/manoxaSA
temperamental_adjective	wunakamijAjZa/svaBAvagawa/aniSciwa_svaBAva_vAlA
temperamentally_adverb	svaBAva_kI_xqRti_se
temperance_noun	saMyama/parahejZa/maxyapAna_ke_prawi_AwmasaMyamaa
temperate_adjective	saMyamiwa/saMwuliwa/samaSIwoRNa
temperately_adverb	saMyama_ke_sAWa/PZijZUlaKarcI_ke_binA
temperature_noun	wApamAna/wApa
tempest_noun	wUPZAna/AzXI
tempestuous_adjective	wUPZAnI/pracaNda
template_noun	sAzcA/namUnA/AxarSa
temple_noun	xivagqha/xiharA/xevaWAna/xevawAlaya/xevasWAna/xevamaMxira/xevAlaya/xevagqha/XArmika_sWAna/praBu_nivAsa/moharA/maMxira/girajA-Gara
tempo_noun	wAla/raPZwAra/gawi
temporal_adjective	lOkika/kanapatI_kA/kAlika
temporal_noun	kAlavAcaka
temporality_noun	carca_kI_Xana-saMpawwi
temporalty_noun	carca_kI_Xana-saMpawwi
temporarily_adverb	asWAyI_rUpa_se
temporariness_noun	kRaNikawA/asWAyiwva
temporary_adjective	asWAyI
temporary_noun	asWAyI_karmacArI
temporise_verb	tAlamatola_karanA
temporize_verb	tAlamatola_karanA
tempt_verb	lalacAnA/AkarRiwa_karanA
temptation_noun	praloBana/luBAne_kA_warIkA/lAlaca
tempter_noun	praloBaka/bahakAne_vAlA
tempting_adjective	mohaka/luBAvanA/luBAne_vAlA
temptingly_adjective	luBAvane_DaMga_se
temptress_noun	kAmowwejanA_jagAne_vAlI_swrI
ten_adjective	xasa
ten_noun	xasa
tenability_noun	viSvasanIyawA
tenable_adjective	XArya/warkasaMgawa/mAnya
tenableness_noun	viSvasanIyawA
tenacious_adjective	xqDZa/atala
tenaciously_adverb	xqDZawApUrvaka
tenaciousness_noun	xqDZawA
tenacity_noun	xqDZawA
tenancy_noun	kirAexArI_kI_avaXi/kirAexArI
tenant_noun	kirAexAra
tenant_verb	kirAexAra_kI_hEsiyawa_se_rahanA/kirAexAra_kI_hEsiyawa_se_kAma_karanA
tench_noun	teMca
tend_verb	xenA/xeKaBAla_karanA/xeKabAla_karanA/sevA_karanA/sahAyaka_honA/rUKa_honA/rakRA_karanA/raKavAlI_karanA/pravqwa_honA/laganA/Kixamawa_karanA/JukanA/jAnA/honA
tendencious_adjective	pakRapAwapUrNa
tendenciously_adverb	pakRapAwapUrNa_DaMga_se
tendency_noun	rUJAna/pravqwi/prakqwi/JukAva/jukAva/Axawa
tendentious_adjective	pakRapAwapUrNa
tendentiousness_noun	pakRapAwa
tender_adjective	uxAra/sukumAra/snehI/naramaxila/narama/nAjuka/mulAyama/maXura/komala/kamasina/kamajora/jatila/halkA
tender_noun	vEXa_teMdara/vEXa_nivixA/teMdara/TekA/seVI-powa/sevaka/praswAva/paricAraka/IMXana_gAdZI/CotA_jahAja
tender_verb	xenA/teMdara_xenA/peSa_karanA/KarIxi_karanA/cukAnA/axA_karanA
tender-hearted_adjective	xayAlu/komala_hqxaya
tenderise_verb	narama_karanA
tenderize_verb	narama_karanA
tenderloin_noun	jAzGa_kA_mAMsala_BAga
tenderly_adverb	komalawA_se
tenderness_noun	xayAluwA/snehaSIlawA/sahqxayawA/pIdZA
tendinous_adjective	peSIyukwa/peSI_jEsA
tendon_noun	snAyu/peSI
tendril_noun	prawAna_ke_samAna_CallA/prawAna
tenement_noun	cAla
tenet_noun	sixXAMwa
tenfold_adjective	xasagunA
tenfold_adverb	xasagunA
tenner_noun	xasa_pAunda/xasa_dalara
tennis_noun	tenisa
tennis-court_noun	tenisa_korta/tenisa_kA_mExAna
tenor_adjective	ucca_svarIya/ucca_svarayukwa
tenor_noun	ucca_svara_se_gAne_vAlA/ucca_svara_meM_gAyA_jAne_vAlA_hissA/ucca_svara/gawi/aBiprAya
tenpins_noun	tenapinsa
tense_adjective	wanApUrNa/wanA_huA/kaTina/kasA_huA/kadZA/becEna/AviRta
tense_noun	kAla
tense_verb	wAnanA/KIcanA/kasanA/gussA
tensely_adverb	wanAvapUrNa_DaMga_se/becEnI_se
tenseness_noun	wanAva/KiMcAva
tensile_adjective	wanya/wananaSIla
tension_noun	wanAvagraswa/mAnasika_wanAva/KIMcAva/KawarAa
tension_verb	wAnanA
tensity_noun	KiMcAva
tent_noun	wambU/tEMta/CotI-CawarI/ColaxArI
tent_verb	wambU_se_DazkanA/wambU_meM_TaharanA/waMbU_lagAnA
tent-fly_noun	waMbU_kA_xaravAjZA
tentacle_noun	sparSaka/SikaMjA/pahuzca
tentative_adjective	aniSciwa_-_sA/AjZamAiSI
tentatively_adverb	AjZamAiSI_wOra_para
tentativeness_noun	aniScaya
tented_adjective	waMbUxAra/waMbU_jEsA
tenter_noun	waMbU_meM_rahane_vAlA/kapadZe_suKAne_kA_stENda
tenth_adjective	xasavAz
tenth_noun	xasavAz_BAga/xasavAz
tenting_noun	waMbU_lagA_kara_rahanA
tentmaker_noun	waMbU_banAne_vAlA
tenuity_noun	pawalApana
tenuous_adjective	pawalA/parisUkRma/mahIna/kamajZora
tenuously_adverb	parisUkRma_rUpa_se
tenure_noun	pattA/kASwakArI/kAryakAla
tenure_verb	AjIvana_AjIvikA_xenA
tepee_noun	SaMkvAkAra_waMbU
tepid_adjective	uwsAhahIna/gunagunA/bemana_se_xiyA_gayA
tequila_noun	takIlA
tercentenary_noun	wIna_sOvIM_varRagAzTa
tercentennial_noun	wIna_sOvIM_varRagAzTa
term_noun	sawra/samaya_sImA/Sabxa/paxa/avaXi
term_verb	Sarwe_mAna_lenA
termagant_noun	karkaSA/JagadZAlU_swrI
terminal_adjective	sImAvarwI/aMwakArI
terminal_noun	tarminala/aMwima_steSana
terminally_adverb	maraNAsanna_rUpa_se
terminate_verb	waka_jAnA/nOkarI_se_nikAla_xenA/Kawma_karanA/Kawma_honA
termination_noun	samApwi/samApana/garBapAwa/aMwima_steSana/aMwaBAga
terminological_adjective	SabxAvalI-saMbaMXI
terminology_noun	SabxAvalI
terminus_noun	aMwima_steSana
termite_noun	xImaka
termly_adverb	sAwrika
terms_noun	Sarw/saMbaMXa/SabxAvalI
tern_noun	kurarI
ternary_adjective	wiharA
terrace_noun	sIDZIxAra_Kewa/sIDZI/gqha-SreNI/Cawa/cabUwarA
terrace_verb	sIDZI_banAnA/cabUwarA_banavAnA
terraced_adjective	sIDZIxAra/kawAraxAra_GaroM_vAlA/kawAraxAra
terracing_noun	sIDZIxAra_sWAna
terracotta_noun	pakkI_mittI/lAla-BUrA_raMga
terrain_noun	BUBAga
terrasse_verb	cabUwarA_banavAnA
terrene_adjective	sWalaja
terrestrial_adjective	sWalaja/sAMsArika/pArWiva/BOmika
terrible_adjective	pracaNda/KZarAba/Gora/darAvanA/bekAra/BayAnaka/BayaMkara/BaxxA/anirvacanIya/akaWanIya
terribly_adverb	BaxxA/bahuwa_jZyAxA/bahuwa
terrier_noun	tEriyara
terrific_adjective	SAnaxAra/jZabarxaswa/BayAnaka/bahuwa_sArA
terrifically_adverb	SAnaxAra_DaMga_se
terrified_adjective	BayaBIwa
terrify_verb	darAnA
terrifying_adjective	BayaMkara
terrifyingly_adverb	darAvane_DaMga_se
terrine_noun	terIna
territorial_adjective	sImA-surakRA_saMbaMXI/kRewrIya/aXInasWa_kRewrika
territorial_noun	prAxeSika_senA_kA_sipAhI/prAxeSika_senA
territoriality_noun	prAxeSikawA
territorially_adverb	kRewra_kI_xqRti_se
territory_noun	praxeSa/kRewra/kAryakRetra/ilAkA/BuBAga/aXikAra_kRetra
terror_noun	upaxravI/KOPa/Baya/AwaMka
terror-stricken_adjective	bahuwa_aXika_BayaBIwa
terror-struck_adjective	bahuwa_aXika_BayaBIwa
terrorise_verb	AwaMkiwa_karanA
terrorism_noun	AwaMkavAxa
terrorist_adjective	AwaMkavAxI
terrorist_noun	AwaMkavAxI
terrorize_verb	AwaMkiwa_karanA
terry_noun	terI
terrycloth_noun	terI_kapadZA
terse_adjective	rUKA
tersely_adverb	saMkRipwa_rUpa_se
tertiary_adjective	wqwIya/wIsarA
test_noun	tEsta_mEca/praSnAvalI/parIkRaNa/paraKa/Koja/kasOtI/jAzca/imwahAna
test_verb	parIkRaNa_karanA/parIkRA_karanA/paraKanA/nirIkRaNa_karanA/kasOtI_para_raKanA/jAzcanA/gaNanA_karanA/CAnabIna_karanA
testable_adjective	parIkRaNa_yogya
testament_noun	vasIyawanAmA/sAkRI
tested_adjective	jAzcA-paraKA
